cloudcover,conditions,datetime,dew,feelslike,humidity,name,precip,precipprob,sealevelpressure,stations,temp,visibility,winddir,windspeed,holiday_proximity,AAC_energy
30,"Partially cloudy",2023-05-31T12:30:00,13.6,25.1,49.12,"41.829742371733346, 12.468582121891949",0,0,1014.1,"16242099999,16239099999,AT416,16224099999,16234099999",25.1,10,58,6.7,1.38722687605292e-13,210.9484
31.2,"Partially cloudy",2023-05-31T13:00:00,12.9,25.8,44.78,"41.829742371733346, 12.468582121891949",0,0,1013.8,"16242099999,16239099999,AT416,16224099999,16234099999",25.8,10,255,9.9,1.39295181775742e-13,198.33
31.2,"Partially cloudy",2023-05-31T13:30:00,12.9,25.8,44.78,"41.829742371733346, 12.468582121891949",0,0,1013.8,"16242099999,16239099999,AT416,16224099999,16234099999",25.8,10,255,9.9,1.39870335273041e-13,182.3496
45.5,"Partially cloudy",2023-05-31T14:00:00,12.9,24.7,47.77,"41.829742371733346, 12.468582121891949",0,0,1013.7,"16242099999,16239099999,AT416,16224099999,16234099999",24.7,10,233,17,1.40448161826602e-13,292.3297
45.5,"Partially cloudy",2023-05-31T14:30:00,12.9,24.7,47.77,"41.829742371733346, 12.468582121891949",0,0,1013.7,"16242099999,16239099999,AT416,16224099999,16234099999",24.7,10,233,17,1.41028675243826e-13,198.0619
70.4,"Partially cloudy",2023-05-31T15:00:00,12.9,24.6,48.28,"41.829742371733346, 12.468582121891949",0,0,1013.8,"16242099999,16239099999,AT416,16224099999,16234099999",24.6,10,231,19.4,1.41611889420382e-13,153.7253
70.4,"Partially cloudy",2023-05-31T15:30:00,12.9,24.6,48.28,"41.829742371733346, 12.468582121891949",0,0,1013.8,"16242099999,16239099999,AT416,16224099999,16234099999",24.6,10,231,19.4,1.42197818321236e-13,249.1258
45.5,"Partially cloudy",2023-05-31T16:00:00,15,23.6,58.42,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,16224099999,16234099999",23.6,9.7,251,14,1.42786475990797e-13,203.2483
45.5,"Partially cloudy",2023-05-31T16:30:00,15,23.6,58.42,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,16224099999,16234099999",23.6,9.7,251,14,1.43377876563356e-13,250.2503
45.5,"Partially cloudy",2023-05-31T17:00:00,13.7,23.3,55.1,"41.829742371733346, 12.468582121891949",0,0,1014.1,"16242099999,16239099999,AT416,16224099999,16234099999",23.3,10,298,12.4,1.43972034243841e-13,228.0541
45.5,"Partially cloudy",2023-05-31T17:30:00,13.7,23.3,55.1,"41.829742371733346, 12.468582121891949",0,0,1014.1,"16242099999,16239099999,AT416,16224099999,16234099999",23.3,10,298,12.4,1.44568963318119e-13,209.5705
45.5,"Partially cloudy",2023-05-31T18:00:00,15.6,21.4,69.5,"41.829742371733346, 12.468582121891949",0,0,1014.2,"16242099999,16239099999,AT416,16224099999,16234099999",21.4,10,30,12.7,1.45168678163577e-13,204.2672
45.5,"Partially cloudy",2023-05-31T18:30:00,15.6,21.4,69.5,"41.829742371733346, 12.468582121891949",0,0,1014.2,"16242099999,16239099999,AT416,16224099999,16234099999",21.4,10,30,12.7,1.45771193229613e-13,207.699
44.3,"Partially cloudy",2023-05-31T19:00:00,15,21.9,64.81,"41.829742371733346, 12.468582121891949",0,0,1013.8,"16242099999,16239099999,AT416,16224099999,16234099999",21.9,10,18,13.4,1.46376523048086e-13,132.8621
44.3,"Partially cloudy",2023-05-31T19:30:00,15,21.9,64.81,"41.829742371733346, 12.468582121891949",0,0,1013.8,"16242099999,16239099999,AT416,16224099999,16234099999",21.9,10,18,13.4,1.46984682244046e-13,39.5154
32.4,"Rain, Partially cloudy",2023-05-31T20:00:00,14.8,21.1,67.11,"41.829742371733346, 12.468582121891949",0.613,100,1014.1,"16242099999,16239099999,AT416,16224099999,16234099999",21.1,10,39,10.5,1.47595685515961e-13,209.1784
32.4,"Rain, Partially cloudy",2023-05-31T20:30:00,14.8,21.1,67.11,"41.829742371733346, 12.468582121891949",0.613,100,1014.1,"16242099999,16239099999,AT416,16224099999,16234099999",21.1,10,39,10.5,1.48209547646308e-13,236.3113
NaN,"Clear",2023-05-31T21:00:00,15.8,20,76.91,"41.829742371733346, 12.468582121891949",0,0,1014.9,"16242099999,16239099999,AT416,16224099999,LIRA",20,10,48,9.5,1.48826283512464e-13,161.5557
NaN,"Clear",2023-05-31T21:30:00,15.8,20,76.91,"41.829742371733346, 12.468582121891949",0,0,1014.9,"16242099999,16239099999,AT416,16224099999,LIRA",20,10,48,9.5,1.49445908066655e-13,81.5291
NaN,"Clear",2023-05-31T22:00:00,15.8,18.9,82.07,"41.829742371733346, 12.468582121891949",0,0,1014.9,"16242099999,16239099999,16224099999,LIRA",18.9,10,21,9.4,1.50068436346699e-13,37.5291
NaN,"Clear",2023-05-31T22:30:00,15.8,18.9,82.07,"41.829742371733346, 12.468582121891949",0,0,1014.9,"16242099999,16239099999,16224099999,LIRA",18.9,10,21,9.4,1.50693883487058e-13,0
NaN,"Clear",2023-05-31T23:00:00,14,18.8,73.34,"41.829742371733346, 12.468582121891949",0,0,1014.9,"16242099999,16239099999,16224099999,LIRA",18.8,10,29,3.9,1.513222646985e-13,0
NaN,"Clear",2023-05-31T23:30:00,14,18.8,73.34,"41.829742371733346, 12.468582121891949",0,0,1014.9,"16242099999,16239099999,16224099999,LIRA",18.8,10,29,3.9,1.51953595279007e-13,0
NaN,"Clear",2023-06-01T00:00:00,14,18,77.46,"41.829742371733346, 12.468582121891949",0,0,1015.1,"16242099999,16239099999,16224099999,LIRA",18,10,48,6.1,0.00389105058365759,0
NaN,"Clear",2023-06-01T00:30:00,14,18,77.46,"41.829742371733346, 12.468582121891949",0,0,1015.1,"16242099999,16239099999,16224099999,LIRA",18,10,48,6.1,0.0042296094241275,37.1837
NaN,"Clear",2023-06-01T01:00:00,13.1,17,77.95,"41.829742371733346, 12.468582121891949",0,0,1015.1,"16242099999,16239099999,16224099999,LIRA",17,10,42,5.9,0.00460154878594947,83.7106
NaN,"Clear",2023-06-01T01:30:00,13.1,17,77.95,"41.829742371733346, 12.468582121891949",0,0,1015.1,"16242099999,16239099999,16224099999,LIRA",17,10,42,5.9,0.00501054295364723,63.8389
40,"Partially cloudy",2023-06-01T02:00:00,14.1,16.3,87.28,"41.829742371733346, 12.468582121891949",0,0,1015.1,"16245099999,16242099999,16239099999,16224099999,LIRA",16.3,15.2,58,4.9,0.00546071140064688,79.8584
40,"Partially cloudy",2023-06-01T02:30:00,14.1,16.3,87.28,"41.829742371733346, 12.468582121891949",0,0,1015.1,"16245099999,16242099999,16239099999,16224099999,LIRA",16.3,15.2,58,4.9,0.00595667729561991,51.5464
NaN,"Clear",2023-06-01T03:00:00,14,16.1,87.21,"41.829742371733346, 12.468582121891949",0,0,1015,"16242099999,16239099999,16224099999,LIRA",16.1,10,60,5.3,0.00650363420179567,29.5464
NaN,"Clear",2023-06-01T03:30:00,14,16.1,87.21,"41.829742371733346, 12.468582121891949",0,0,1015,"16242099999,16239099999,16224099999,LIRA",16.1,10,60,5.3,0.00710742212950925,12.8902
NaN,"Clear",2023-06-01T04:00:00,13.1,15.1,87.69,"41.829742371733346, 12.468582121891949",0,0,1014.9,"16242099999,16239099999,16224099999,LIRA",15.1,10,15,5.7,0.0077746143536529,1.89019999999999
NaN,"Clear",2023-06-01T04:30:00,13.1,15.1,87.69,"41.829742371733346, 12.468582121891949",0,0,1014.9,"16242099999,16239099999,16224099999,LIRA",15.1,10,15,5.7,0.00851261653466809,0
NaN,"Clear",2023-06-01T05:00:00,13.1,15.1,87.85,"41.829742371733346, 12.468582121891949",0,0,1014.9,"16242099999,16239099999,16224099999,LIRA",15.1,10,41,5.3,0.00932977987661294,0
NaN,"Clear",2023-06-01T05:30:00,13.1,15.1,87.85,"41.829742371733346, 12.468582121891949",0,0,1014.9,"16242099999,16239099999,16224099999,LIRA",15.1,10,41,5.3,0.0102355304055182,43.2089
NaN,"Clear",2023-06-01T06:00:00,12.1,15,82.96,"41.829742371733346, 12.468582121891949",0,0,1014.9,"16242099999,16239099999,AT416,16224099999,LIRA",15,10,38,8.9,0.0112405166287986,32.2089
NaN,"Clear",2023-06-01T06:30:00,12.1,15,82.96,"41.829742371733346, 12.468582121891949",0,0,1014.9,"16242099999,16239099999,AT416,16224099999,LIRA",15,10,38,8.9,0.0123567780955611,66.489
NaN,"Clear",2023-06-01T07:00:00,12.8,16.2,80.78,"41.829742371733346, 12.468582121891949",0,0,1015.1,"16242099999,16239099999,AT416,16224099999,16234099999",16.2,10,33,7.5,0.0135979378342866,81.3867
NaN,"Clear",2023-06-01T07:30:00,12.8,16.2,80.78,"41.829742371733346, 12.468582121891949",0,0,1015.1,"16242099999,16239099999,AT416,16224099999,16234099999",16.2,10,33,7.5,0.0149794218471834,146.1695
50,"Partially cloudy",2023-06-01T08:00:00,13.6,16.3,84.14,"41.829742371733346, 12.468582121891949",0,0,1015.1,"16242099999,16239099999,AT416,16224099999,16234099999",16.3,10,50,8.3,0.0165187091216757,286.3581
50,"Partially cloudy",2023-06-01T08:30:00,13.6,16.3,84.14,"41.829742371733346, 12.468582121891949",0,0,1015.1,"16242099999,16239099999,AT416,16224099999,16234099999",16.3,10,50,8.3,0.0182356161288459,291.7627
50,"Partially cloudy",2023-06-01T09:00:00,13.5,18.2,74.28,"41.829742371733346, 12.468582121891949",0,0,1015.1,"16242099999,16239099999,AT416,16224099999,16234099999",18.2,10,51,9.7,0.0201526198782655,314.6916
50,"Partially cloudy",2023-06-01T09:30:00,13.5,18.2,74.28,"41.829742371733346, 12.468582121891949",0,0,1015.1,"16242099999,16239099999,AT416,16224099999,16234099999",18.2,10,51,9.7,0.0222952237152328,399.6925
50,"Partially cloudy",2023-06-01T10:00:00,13.4,20.3,64.64,"41.829742371733346, 12.468582121891949",0,0,1015.8,"16242099999,16239099999,AT416,16224099999,16234099999",20.3,10,43,7.1,0.0246923703595029,396.8024
50,"Partially cloudy",2023-06-01T10:30:00,13.4,20.3,64.64,"41.829742371733346, 12.468582121891949",0,0,1015.8,"16242099999,16239099999,AT416,16224099999,16234099999",20.3,10,43,7.1,0.0273769062657105,363.8025
38,"Partially cloudy",2023-06-01T11:00:00,12.8,23.1,52.15,"41.829742371733346, 12.468582121891949",0,0,1015.1,"16242099999,16239099999,AT416,16224099999,16234099999",23.1,10,43,5.7,0.0303861007615122,259.4723
38,"Partially cloudy",2023-06-01T11:30:00,12.8,23.1,52.15,"41.829742371733346, 12.468582121891949",0,0,1015.1,"16242099999,16239099999,AT416,16224099999,16234099999",23.1,10,43,5.7,0.0337622227730089,227.4118
31.6,"Partially cloudy",2023-06-01T12:00:00,11.8,25.1,43.65,"41.829742371733346, 12.468582121891949",0,0,1015.1,"16242099999,16239099999,AT416,16224099999,16234099999",25.1,10,280,7.4,0.0375531758838199,409.5222
31.6,"Partially cloudy",2023-06-01T12:30:00,11.8,25.1,43.65,"41.829742371733346, 12.468582121891949",0,0,1015.1,"16242099999,16239099999,AT416,16224099999,16234099999",25.1,10,280,7.4,0.0418131896037135,318.5636
27.6,"Partially cloudy",2023-06-01T13:00:00,12.5,25.7,44.01,"41.829742371733346, 12.468582121891949",0,0,1015.2,"16245099999,AT416,16224099999,16234099999,LIRA",25.7,10,274,10.1,0.0466035611708221,372.5489
27.6,"Partially cloudy",2023-06-01T13:30:00,12.5,25.7,44.01,"41.829742371733346, 12.468582121891949",0,0,1015.2,"16245099999,AT416,16224099999,16234099999,LIRA",25.7,10,274,10.1,0.0519934358483005,242.3233
50,"Partially cloudy",2023-06-01T14:00:00,12,26,41.71,"41.829742371733346, 12.468582121891949",NaN,0,1015,"AT416,LIRA",26,10,320,11.2,0.0580606051785582,128.0319
50,"Partially cloudy",2023-06-01T14:30:00,12,26,41.71,"41.829742371733346, 12.468582121891949",NaN,0,1015,"AT416,LIRA",26,10,320,11.2,0.0648922920586668,131.4959
50,"Partially cloudy",2023-06-01T15:00:00,13.2,25.9,45.44,"41.829742371733346, 12.468582121891949",0,0,1014,"16242099999,16239099999,AT416,LIRA",25.9,10,259,17,0.0725858756713366,98.2838
50,"Partially cloudy",2023-06-01T15:30:00,13.2,25.9,45.44,"41.829742371733346, 12.468582121891949",0,0,1014,"16242099999,16239099999,AT416,LIRA",25.9,10,259,17,0.081249489230315,253.0157
50,"Partially cloudy",2023-06-01T16:00:00,14.1,25.8,48.46,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,LIRA",25.8,10,253,17,0.0910023995257974,256.1118
50,"Partially cloudy",2023-06-01T16:30:00,14.1,25.8,48.46,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,LIRA",25.8,10,253,17,0.101975045649374,273.4396
33.9,"Partially cloudy",2023-06-01T17:00:00,14.2,24.8,51.71,"41.829742371733346, 12.468582121891949",0,0,1013.2,"16242099999,16239099999,AT416,16224099999,16234099999",24.8,10,294,17.5,0.114308577879793,294.9797
33.9,"Partially cloudy",2023-06-01T17:30:00,14.2,24.8,51.71,"41.829742371733346, 12.468582121891949",0,0,1013.2,"16242099999,16239099999,AT416,16224099999,16234099999",24.8,10,294,17.5,0.128153699522816,314.7282
33.9,"Partially cloudy",2023-06-01T18:00:00,14.5,24.1,54.88,"41.829742371733346, 12.468582121891949",0,0,1013.2,"16242099999,16239099999,AT416,16224099999,16234099999",24.1,10,284,13.4,0.143668573157284,199.1124
33.9,"Partially cloudy",2023-06-01T18:30:00,14.5,24.1,54.88,"41.829742371733346, 12.468582121891949",0,0,1013.2,"16242099999,16239099999,AT416,16224099999,16234099999",24.1,10,284,13.4,0.16101551817627,196.4686
33.9,"Partially cloudy",2023-06-01T19:00:00,14.6,23.3,57.93,"41.829742371733346, 12.468582121891949",0,0,1013.8,"16242099999,16239099999,AT416,16224099999,16234099999",23.3,10,294,14.7,0.180356210926949,270.3955
33.9,"Partially cloudy",2023-06-01T19:30:00,14.6,23.3,57.93,"41.829742371733346, 12.468582121891949",0,0,1013.8,"16242099999,16239099999,AT416,16224099999,16234099999",23.3,10,294,14.7,0.201845109976027,269.5673
33.9,"Rain, Partially cloudy",2023-06-01T20:00:00,15,21.5,66.25,"41.829742371733346, 12.468582121891949",0.055,100,1014.1,"16242099999,16239099999,AT416,16224099999,16234099999",21.5,10,19,13.3,0.225620891514553,194.2566
33.9,"Rain, Partially cloudy",2023-06-01T20:30:00,15,21.5,66.25,"41.829742371733346, 12.468582121891949",0.055,100,1014.1,"16242099999,16239099999,AT416,16224099999,16234099999",21.5,10,19,13.3,0.25179581863913,113.3598
26.9,"Partially cloudy",2023-06-01T21:00:00,14.1,20.9,65.15,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,16224099999,LIRA",20.9,10,70,8.6,0.280443194502562,58.1624
26.9,"Partially cloudy",2023-06-01T21:30:00,14.1,20.9,65.15,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,16224099999,LIRA",20.9,10,70,8.6,0.311583382392017,28.3346
NaN,"Clear",2023-06-01T22:00:00,13.1,19.8,65.46,"41.829742371733346, 12.468582121891949",0,0,1014,"16242099999,16239099999,16224099999,LIRA",19.8,10,1,5.4,0.345169310389329,10.5685
NaN,"Clear",2023-06-01T22:30:00,13.1,19.8,65.46,"41.829742371733346, 12.468582121891949",0,0,1014,"16242099999,16239099999,16224099999,LIRA",19.8,10,1,5.4,0.38107285877547,0
NaN,"Clear",2023-06-01T23:00:00,14,18.8,73.6,"41.829742371733346, 12.468582121891949",0,0,1014,"16242099999,16239099999,16224099999,LIRA",18.8,10,27,5.4,0.419073978323127,0
NaN,"Clear",2023-06-01T23:30:00,14,18.8,73.6,"41.829742371733346, 12.468582121891949",0,0,1014,"16242099999,16239099999,16224099999,LIRA",18.8,10,27,5.4,0.458854679976184,0
NaN,"Clear",2023-06-02T00:00:00,13.9,18.8,73.12,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,16224099999,LIRA",18.8,10,40,3.9,0.5,0
NaN,"Clear",2023-06-02T00:30:00,13.9,18.8,73.12,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,16224099999,LIRA",18.8,10,40,3.9,0.542007560408492,93.2501
NaN,"Clear",2023-06-02T01:00:00,14,17.7,78.86,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,16224099999,LIRA",17.7,10,99,5.7,0.58430636664373,106.5448
NaN,"Clear",2023-06-02T01:30:00,14,17.7,78.86,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,16224099999,LIRA",17.7,10,99,5.7,0.626284088337268,62.5448
NaN,"Rain",2023-06-02T02:00:00,13.1,17.6,74.98,"41.829742371733346, 12.468582121891949",0.067,100,1013.1,"16242099999,16239099999,16224099999,LIRA",17.6,10,38,5.4,0.667320531093053,77.3199
NaN,"Rain",2023-06-02T02:30:00,13.1,17.6,74.98,"41.829742371733346, 12.468582121891949",0.067,100,1013.1,"16242099999,16239099999,16224099999,LIRA",17.6,10,38,5.4,0.706823705102784,44.3199
NaN,"Clear",2023-06-02T03:00:00,14,16.9,83.33,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,16224099999,LIRA",16.9,10,40,4,0.744264188958779,47.5111
NaN,"Clear",2023-06-02T03:30:00,14,16.9,83.33,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,16224099999,LIRA",16.9,10,40,4,0.779203632942115,25.5111
NaN,"Clear",2023-06-02T04:00:00,14,16.9,83.18,"41.829742371733346, 12.468582121891949",0,0,1013.1,"16242099999,16239099999,16224099999,LIRA",16.9,10,59,5.5,0.811314238236968,6.0698
NaN,"Clear",2023-06-02T04:30:00,14,16.9,83.18,"41.829742371733346, 12.468582121891949",0,0,1013.1,"16242099999,16239099999,16224099999,LIRA",16.9,10,59,5.5,0.840387610794731,0
NaN,"Clear",2023-06-02T05:00:00,13.1,15.9,83.76,"41.829742371733346, 12.468582121891949",0,0,1013.1,"16242099999,16239099999,16224099999,LIRA",15.9,10,39,5.4,0.866333125183968,0
NaN,"Clear",2023-06-02T05:30:00,13.1,15.9,83.76,"41.829742371733346, 12.468582121891949",0,0,1013.1,"16242099999,16239099999,16224099999,LIRA",15.9,10,39,5.4,0.889167421810945,48.8897
NaN,"Clear",2023-06-02T06:00:00,13.1,15,88.57,"41.829742371733346, 12.468582121891949",0,0,1013.1,"16242099999,16239099999,AT416,16224099999,LIRA",15,10,30,7.5,0.908997600454943,37.8897
NaN,"Clear",2023-06-02T06:30:00,13.1,15,88.57,"41.829742371733346, 12.468582121891949",0,0,1013.1,"16242099999,16239099999,AT416,16224099999,LIRA",15,10,30,7.5,0.926000990462517,26.8897
NaN,"Clear",2023-06-02T07:00:00,13.2,16,83.63,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,16224099999,LIRA",16,10,48,5.4,0.940404155660358,15.8897
NaN,"Clear",2023-06-02T07:30:00,13.2,16,83.63,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,16224099999,LIRA",16,10,48,5.4,0.9524632123324,4.8897
NaN,"Clear",2023-06-02T08:00:00,14.1,18.1,77.48,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,16224099999,LIRA",18.1,10,50,7.5,0.962446824133011,50.8927
NaN,"Clear",2023-06-02T08:30:00,14.1,18.1,77.48,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,16224099999,LIRA",18.1,10,50,7.5,0.970622554402341,75.5735
NaN,"Clear",2023-06-02T09:00:00,15,19.2,76.65,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,16224099999,LIRA",19.2,10,32,7.6,0.977246702133367,93.5506
NaN,"Clear",2023-06-02T09:30:00,15,19.2,76.65,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,16224099999,LIRA",19.2,10,32,7.6,0.982557368694955,111.7285
26.6,"Partially cloudy",2023-06-02T10:00:00,14,22.2,59.94,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,16224099999,LIRA",22.2,10,29,7.3,0.986770287213514,33.4221
26.6,"Partially cloudy",2023-06-02T10:30:00,14,22.2,59.94,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,16224099999,LIRA",22.2,10,29,7.3,0.990076859864605,85.9991
NaN,"Clear",2023-06-02T11:00:00,14.1,24.1,53.88,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,16224099999,LIRA",24.1,10,NaN,7.2,0.992643853962296,228.2929
NaN,"Clear",2023-06-02T11:30:00,14.1,24.1,53.88,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,16224099999,LIRA",24.1,10,NaN,7.2,0.994614266556877,181.4265
26.6,"Partially cloudy",2023-06-02T12:00:00,14.1,24.9,51.14,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,16224099999,LIRA",24.9,10,1,11.4,0.996108949416342,270.9781
26.6,"Partially cloudy",2023-06-02T12:30:00,14.1,24.9,51.14,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,16224099999,LIRA",24.9,10,1,11.4,0.997228674444253,254.4519
26.6,"Partially cloudy",2023-06-02T13:00:00,13.3,25.7,46.24,"41.829742371733346, 12.468582121891949",0,0,1013.1,"16242099999,16239099999,AT416,16224099999,LIRA",25.7,10,340,8.6,0.998056401155219,184.2513
26.6,"Partially cloudy",2023-06-02T13:30:00,13.3,25.7,46.24,"41.829742371733346, 12.468582121891949",0,0,1013.1,"16242099999,16239099999,AT416,16224099999,LIRA",25.7,10,340,8.6,0.998659576818556,96.395
50,"Partially cloudy",2023-06-02T14:00:00,12.6,25.8,43.9,"41.829742371733346, 12.468582121891949",0,0,1013,"16242099999,16239099999,AT416,16224099999,LIRA",25.8,10,254,7.1,0.999092355663576,94.4993
50,"Partially cloudy",2023-06-02T14:30:00,12.6,25.8,43.9,"41.829742371733346, 12.468582121891949",0,0,1013,"16242099999,16239099999,AT416,16224099999,LIRA",25.8,10,254,7.1,0.999397666192263,46.1776
47.9,"Partially cloudy",2023-06-02T15:00:00,15.2,26.6,49.72,"41.829742371733346, 12.468582121891949",0,0,1012.9,"16242099999,16239099999,AT416,16224099999,LIRA",26.6,10,287,17,0.99960908679852,68.5637
47.9,"Partially cloudy",2023-06-02T15:30:00,15.2,26.6,49.72,"41.829742371733346, 12.468582121891949",0,0,1012.9,"16242099999,16239099999,AT416,16224099999,LIRA",26.6,10,287,17,0.999752512097076,85.7909
47.9,"Partially cloudy",2023-06-02T16:00:00,14.3,24.9,52.04,"41.829742371733346, 12.468582121891949",0,0,1012,"16242099999,16239099999,AT416,16224099999,LIRA",24.9,10,270,17,0.999847607436615,138.7673
47.9,"Partially cloudy",2023-06-02T16:30:00,14.3,24.9,52.04,"41.829742371733346, 12.468582121891949",0,0,1012,"16242099999,16239099999,AT416,16224099999,LIRA",24.9,10,270,17,0.999909058800877,124.7527
50,"Partially cloudy",2023-06-02T17:00:00,14.3,24.1,54.49,"41.829742371733346, 12.468582121891949",0,0,1012.9,"16242099999,16239099999,AT416,16224099999,LIRA",24.1,10,262,11.7,0.99994763131823,169.6764
50,"Partially cloudy",2023-06-02T17:30:00,14.3,24.1,54.49,"41.829742371733346, 12.468582121891949",0,0,1012.9,"16242099999,16239099999,AT416,16224099999,LIRA",24.1,10,262,11.7,0.999971052947538,128.5891
26.6,"Partially cloudy",2023-06-02T18:00:00,13.6,23.8,52.73,"41.829742371733346, 12.468582121891949",0,0,1012.1,"16242099999,16239099999,AT416,16224099999,LIRA",23.8,10,279,15,0.999984741443765,8.35620000000001
26.6,"Partially cloudy",2023-06-02T18:30:00,13.6,23.8,52.73,"41.829742371733346, 12.468582121891949",0,0,1012.1,"16242099999,16239099999,AT416,16224099999,LIRA",23.8,10,279,15,0.999992393089999,116.2089
NaN,"Clear",2023-06-02T19:00:00,15.2,23,61.6,"41.829742371733346, 12.468582121891949",0,0,1012.9,"16242099999,16239099999,AT416,16224099999,LIRA",23,10,272,15,0.999996451305933,201.6647
NaN,"Clear",2023-06-02T19:30:00,15.2,23,61.6,"41.829742371733346, 12.468582121891949",0,0,1012.9,"16242099999,16239099999,AT416,16224099999,LIRA",23,10,272,15,0.999998472400481,178.1769
NaN,"Clear",2023-06-02T20:00:00,15.3,22,65.77,"41.829742371733346, 12.468582121891949",0,0,1013,"16242099999,16239099999,AT416,16224099999,LIRA",22,10,263,10,0.999999404626175,155.2888
NaN,"Clear",2023-06-02T20:30:00,15.3,22,65.77,"41.829742371733346, 12.468582121891949",0,0,1013,"16242099999,16239099999,AT416,16224099999,LIRA",22,10,263,10,0.999999795424165,89.002
26.6,"Partially cloudy",2023-06-02T21:00:00,16.1,21,73.92,"41.829742371733346, 12.468582121891949",0,0,1013,"16242099999,16239099999,AT416,16224099999,LIRA",21,10,236,5.7,0.999999940395359,60.7934
26.6,"Partially cloudy",2023-06-02T21:30:00,16.1,21,73.92,"41.829742371733346, 12.468582121891949",0,0,1013,"16242099999,16239099999,AT416,16224099999,LIRA",21,10,236,5.7,0.999999986137865,50.2631
26.6,"Partially cloudy",2023-06-02T22:00:00,16.1,20.8,74.51,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,16224099999,LIRA",20.8,10,225,5.6,0.99999999767432,46.9347
26.6,"Partially cloudy",2023-06-02T22:30:00,16.1,20.8,74.51,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,16224099999,LIRA",20.8,10,225,5.6,0.999999999767169,24.9347
NaN,"Clear",2023-06-02T23:00:00,15.3,19.8,74.95,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,16224099999,LIRA",19.8,10,203,5.4,0.999999999990915,2.93470000000001
NaN,"Clear",2023-06-02T23:30:00,15.3,19.8,74.95,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,16224099999,LIRA",19.8,10,203,5.4,0.999999999999964,0
NaN,"Clear",2023-06-03T00:00:00,13.5,19.8,66.84,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,16224099999,LIRA",19.8,10,186,5,1,0
NaN,"Clear",2023-06-03T00:30:00,13.5,19.8,66.84,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,16224099999,LIRA",19.8,10,186,5,1,25.0632
NaN,"Clear",2023-06-03T01:00:00,15.9,19.1,82.07,"41.829742371733346, 12.468582121891949",0,0,1014.1,"16245099999,16242099999,16239099999,16224099999",19.1,10,85,7.1,1,144.9764
NaN,"Clear",2023-06-03T01:30:00,15.9,19.1,82.07,"41.829742371733346, 12.468582121891949",0,0,1014.1,"16245099999,16242099999,16239099999,16224099999",19.1,10,85,7.1,1,104.1486
NaN,"Clear",2023-06-03T02:00:00,17,18.9,88.59,"41.829742371733346, 12.468582121891949",0,0,1014,"16242099999,16239099999,16224099999,LIRA",18.9,10,200,7.1,1,71.1486
NaN,"Clear",2023-06-03T02:30:00,17,18.9,88.59,"41.829742371733346, 12.468582121891949",0,0,1014,"16242099999,16239099999,16224099999,LIRA",18.9,10,200,7.1,1,38.1486
30,"Partially cloudy",2023-06-03T03:00:00,17.8,18.8,93.76,"41.829742371733346, 12.468582121891949",0,0,1014,"16242099999,16239099999,16224099999,LIRA",18.8,10,236,5.2,1,6.42160000000001
