cloudcover,conditions,datetime,dew,feelslike,humidity,name,precip,precipprob,sealevelpressure,stations,temp,visibility,winddir,windspeed,holiday_proximity,AAC_energy
0,"Clear",2023-02-15T21:30:00,5.9,7.3,82.69,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",8.7,7.3,119,8.6,0,39.2122
0,"Clear",2023-02-15T22:00:00,5.8,7.7,87.89,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",7.7,6.2,117,3.7,0,24.8274
0,"Clear",2023-02-15T22:30:00,5.8,7.7,87.89,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",7.7,6.2,117,3.7,0,13.8274
0,"Clear",2023-02-15T23:00:00,5.8,5.8,88.21,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",7.6,5.9,109,10.3,0,2.8274
0,"Clear",2023-02-15T23:30:00,5.8,5.8,88.21,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",7.6,5.9,109,10.3,0,0
0,"Clear",2023-02-16T00:00:00,4.8,6.6,88.12,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",6.6,9.5,268,3.4,1.38308834432504e-14,0
0,"Clear",2023-02-16T00:30:00,4.8,6.6,88.12,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",6.6,9.5,268,3.4,1.38736455615587e-14,0
0,"Clear",2023-02-16T01:00:00,4.8,5.7,93.76,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",5.7,5.7,139,4.7,1.39165564748058e-14,0
0,"Clear",2023-02-16T01:30:00,4.8,5.7,93.76,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",5.7,5.7,139,4.7,1.39596167589693e-14,18.0413
0,"Clear",2023-02-16T02:00:00,3.9,4.8,93.72,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",4.8,9.3,87,2.2,1.40028269917575e-14,7.0413
0,"Clear",2023-02-16T02:30:00,3.9,4.8,93.72,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",4.8,9.3,87,2.2,1.40461877533359e-14,0
0,"Clear",2023-02-16T03:00:00,2.9,3.5,88.29,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",4.7,9.3,81,5.7,1.40896996270696e-14,0
0,"Clear",2023-02-16T03:30:00,2.9,3.5,88.29,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",4.7,9.3,81,5.7,1.41333631980808e-14,0
0,"Clear",2023-02-16T04:00:00,3,4.8,88.28,"41.829742371733346, 12.468582121891949",0,0,1030.2,"16245099999,16242099999,16239099999,16224099999,LIRA",4.8,9.3,85,2.3,1.41771790539839e-14,0
0,"Clear",2023-02-16T04:30:00,3,4.8,88.28,"41.829742371733346, 12.468582121891949",0,0,1030.2,"16245099999,16242099999,16239099999,16224099999,LIRA",4.8,9.3,85,2.3,1.42211477856348e-14,0
0,"Clear",2023-02-16T05:00:00,3.7,4.6,94.07,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",4.6,9.3,64,2.6,1.42652699856738e-14,28.978
0,"Clear",2023-02-16T05:30:00,3.7,4.6,94.07,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",4.6,9.3,64,2.6,1.43095462492684e-14,17.978
29,"Partially cloudy",2023-02-16T06:00:00,3.8,4.4,88.54,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",5.6,5.8,247,5.9,1.43539771748703e-14,20.7855
29,"Partially cloudy",2023-02-16T06:30:00,3.8,4.4,88.54,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",5.6,5.8,247,5.9,1.43985633627437e-14,27.6824
53.9,"Partially cloudy",2023-02-16T07:00:00,4,3.7,91.68,"41.829742371733346, 12.468582121891949",0,0,1030.1,"E7225,16242099999,16239099999,16224099999,16234099999",5.3,7,48,7.1,1.44433054157149e-14,75.8213
53.9,"Partially cloudy",2023-02-16T07:30:00,4,3.7,91.68,"41.829742371733346, 12.468582121891949",0,0,1030.1,"E7225,16242099999,16239099999,16224099999,16234099999",5.3,7,48,7.1,1.44882039399385e-14,94.4334
65.1,"Partially cloudy",2023-02-16T08:00:00,4.7,5.5,87.88,"41.829742371733346, 12.468582121891949",0,0,1031.1,"E2310,16242099999,16239099999,16224099999,16234099999",6.6,6.4,130,6.2,1.45332595434092e-14,94.4144
65.1,"Partially cloudy",2023-02-16T08:30:00,4.7,5.5,87.88,"41.829742371733346, 12.468582121891949",0,0,1031.1,"E2310,16242099999,16239099999,16224099999,16234099999",6.6,6.4,130,6.2,1.457847283672e-14,155.2862
61.5,"Partially cloudy",2023-02-16T09:00:00,5.2,6.7,86.47,"41.829742371733346, 12.468582121891949",0,0,1031.1,"16242099999,16239099999,AT416,16224099999,16234099999",7.4,6.6,92,5.3,1.46238444338366e-14,195.5518
61.5,"Partially cloudy",2023-02-16T09:30:00,5.2,6.7,86.47,"41.829742371733346, 12.468582121891949",0,0,1031.1,"16242099999,16239099999,AT416,16224099999,16234099999",7.4,6.6,92,5.3,1.46693749505931e-14,348.2018
61.5,"Partially cloudy",2023-02-16T10:00:00,6,7.9,82.4,"41.829742371733346, 12.468582121891949",0,0,1031.1,"16242099999,16239099999,AT416,16224099999,16234099999",8.8,6.8,36,6.8,1.47150650054585e-14,328.9525
61.5,"Partially cloudy",2023-02-16T10:30:00,6,7.9,82.4,"41.829742371733346, 12.468582121891949",0,0,1031.1,"16242099999,16239099999,AT416,16224099999,16234099999",8.8,6.8,36,6.8,1.47609152203193e-14,427.9536
62.1,"Partially cloudy",2023-02-16T11:00:00,6.4,10.2,77.11,"41.829742371733346, 12.468582121891949",0,0,1032,"16242099999,16239099999,AT416,16224099999,16234099999",10.2,7.3,36,8.9,1.48069262189594e-14,313.369
62.1,"Partially cloudy",2023-02-16T11:30:00,6.4,10.2,77.11,"41.829742371733346, 12.468582121891949",0,0,1032,"16242099999,16239099999,AT416,16224099999,16234099999",10.2,7.3,36,8.9,1.4853098627835e-14,386.4919
64.3,"Partially cloudy",2023-02-16T12:00:00,6.2,11.2,71.04,"41.829742371733346, 12.468582121891949",0,0,1032,"16242099999,16239099999,AT416,16224099999,16234099999",11.2,7.5,19,7.3,1.48994330768648e-14,377.6607
64.3,"Partially cloudy",2023-02-16T12:30:00,6.2,11.2,71.04,"41.829742371733346, 12.468582121891949",0,0,1032,"16242099999,16239099999,AT416,16224099999,16234099999",11.2,7.5,19,7.3,1.49459301978948e-14,468.7505
62.1,"Partially cloudy",2023-02-16T13:00:00,6.3,12.2,66.92,"41.829742371733346, 12.468582121891949",0,0,1031.9,"16242099999,16239099999,AT416,16224099999,16234099999",12.2,8.1,45,6.7,1.49925906254808e-14,441.1203
62.1,"Partially cloudy",2023-02-16T13:30:00,6.3,12.2,66.92,"41.829742371733346, 12.468582121891949",0,0,1031.9,"16242099999,16239099999,AT416,16224099999,16234099999",12.2,8.1,45,6.7,1.50394149976872e-14,411.4149
63.7,"Partially cloudy",2023-02-16T14:00:00,6.2,12.9,63.85,"41.829742371733346, 12.468582121891949",0,0,1031.1,"16242099999,16239099999,AT416,16224099999,16234099999",12.9,8.1,263,5.1,1.50864039545359e-14,314.6583
63.7,"Partially cloudy",2023-02-16T14:30:00,6.2,12.9,63.85,"41.829742371733346, 12.468582121891949",0,0,1031.1,"16242099999,16239099999,AT416,16224099999,16234099999",12.9,8.1,263,5.1,1.51335581387966e-14,285.6772
61.5,"Partially cloudy",2023-02-16T15:00:00,6.2,12.3,66.23,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,AT416,16224099999,16234099999",12.3,8.1,292,5.7,1.51808781967945e-14,314.8066
61.5,"Partially cloudy",2023-02-16T15:30:00,6.2,12.3,66.23,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,AT416,16224099999,16234099999",12.3,8.1,292,5.7,1.52283647768428e-14,244.0427
84.5,"Partially cloudy",2023-02-16T16:00:00,5.3,12.9,59.71,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,AT416,16224099999,16234099999",12.9,10,265,4.9,1.52760185300412e-14,202.7206
84.5,"Partially cloudy",2023-02-16T16:30:00,5.3,12.9,59.71,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,AT416,16224099999,16234099999",12.9,10,265,4.9,1.53238401110929e-14,351.0569
83.9,"Partially cloudy",2023-02-16T17:00:00,5.3,12.3,62.19,"41.829742371733346, 12.468582121891949",0,0,1030.9,"16242099999,16239099999,AT416,16224099999,16234099999",12.3,10,286,9,1.53718301767193e-14,281.7019
83.9,"Partially cloudy",2023-02-16T17:30:00,5.3,12.3,62.19,"41.829742371733346, 12.468582121891949",0,0,1030.9,"16242099999,16239099999,AT416,16224099999,16234099999",12.3,10,286,9,1.54199893864684e-14,404.6125
57.2,"Partially cloudy",2023-02-16T18:00:00,5.1,11.2,66.06,"41.829742371733346, 12.468582121891949",0,0,1030.9,"16242099999,16239099999,AT416,16224099999,16234099999",11.2,10,343,5.9,1.54683184035395e-14,302.3946
57.2,"Partially cloudy",2023-02-16T18:30:00,5.1,11.2,66.06,"41.829742371733346, 12.468582121891949",0,0,1030.9,"16242099999,16239099999,AT416,16224099999,16234099999",11.2,10,343,5.9,1.55168178931818e-14,129.1494
50,"Partially cloudy",2023-02-16T19:00:00,5.1,9.6,73.22,"41.829742371733346, 12.468582121891949",0,0,1030.9,"16242099999,16239099999,16224099999,16234099999",9.6,10,326,3.8,1.5565488523511e-14,154.7507
50,"Partially cloudy",2023-02-16T19:30:00,5.1,9.6,73.22,"41.829742371733346, 12.468582121891949",0,0,1030.9,"16242099999,16239099999,16224099999,16234099999",9.6,10,326,3.8,1.5614330966343e-14,125.9245
50,"Partially cloudy",2023-02-16T20:00:00,5,8.9,76.68,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,16224099999,LIRA",8.9,8.2,34,3.4,1.56633458955757e-14,55.2454
50,"Partially cloudy",2023-02-16T20:30:00,5,8.9,76.68,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,16224099999,LIRA",8.9,8.2,34,3.4,1.57125339880142e-14,59.4047
0,"Clear",2023-02-16T21:00:00,4,6.5,77.58,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,16224099999,LIRA",7.7,6.4,143,7.1,1.57618959242133e-14,21.1087
0,"Clear",2023-02-16T21:30:00,4,6.5,77.58,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,16224099999,LIRA",7.7,6.4,143,7.1,1.58114323868423e-14,0
13.3,"Clear",2023-02-16T22:00:00,3.9,5.9,82.33,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,16224099999,LIRA",6.7,6.4,143,5.4,1.5861144061519e-14,0
13.3,"Clear",2023-02-16T22:30:00,3.9,5.9,82.33,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,16224099999,LIRA",6.7,6.4,143,5.4,1.59110316376615e-14,0
50,"Partially cloudy",2023-02-16T23:00:00,3.9,5.4,82.18,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,16224099999,LIRA",6.7,6.4,141,7.1,1.59610958068351e-14,0
50,"Partially cloudy",2023-02-16T23:30:00,3.9,5.4,82.18,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,16224099999,LIRA",6.7,6.4,141,7.1,1.60113372635957e-14,0
50,"Partially cloudy",2023-02-17T00:00:00,4.1,7.9,76.92,"41.829742371733346, 12.468582121891949",0,0,1031.1,"16242099999,16239099999,16224099999,LIRA",7.9,7.3,161,3.8,1.60617567063505e-14,18.5561
50,"Partially cloudy",2023-02-17T00:30:00,4.1,7.9,76.92,"41.829742371733346, 12.468582121891949",0,0,1031.1,"16242099999,16239099999,16224099999,LIRA",7.9,7.3,161,3.8,1.61123548356877e-14,7.5561
33.2,"Partially cloudy",2023-02-17T01:00:00,4.1,7,81.64,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,16224099999,LIRA",7,7.3,57,4.2,1.61631323552285e-14,65.4923
33.2,"Partially cloudy",2023-02-17T01:30:00,4.1,7,81.64,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,16224099999,LIRA",7,7.3,57,4.2,1.62140899724972e-14,43.4923
54.1,"Partially cloudy",2023-02-17T02:00:00,4.2,7,82.37,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,16224099999,LIRA",7,6.4,68,4,1.62652283972334e-14,25.4238
54.1,"Partially cloudy",2023-02-17T02:30:00,4.2,7,82.37,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,16224099999,LIRA",7,6.4,68,4,1.63165483422528e-14,14.4238
54.1,"Partially cloudy",2023-02-17T03:00:00,4.1,6,87.45,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,16224099999,LIRA",6,6.2,84,4.2,1.63680505243271e-14,3.4238
54.1,"Partially cloudy",2023-02-17T03:30:00,4.1,6,87.45,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,16224099999,LIRA",6,6.2,84,4.2,1.64197356624775e-14,0
54.1,"Partially cloudy",2023-02-17T04:00:00,4.1,6,87.62,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",6,6.2,90,4,1.64716044788458e-14,0
54.1,"Partially cloudy",2023-02-17T04:30:00,4.1,6,87.62,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",6,6.2,90,4,1.65236576995826e-14,0
54.1,"Partially cloudy",2023-02-17T05:00:00,4.1,5.2,87.45,"41.829742371733346, 12.468582121891949",0,0,1030.9,"16242099999,16239099999,16224099999,LIRA",6,6.2,56,5.2,1.65758960531239e-14,0
54.1,"Partially cloudy",2023-02-17T05:30:00,4.1,5.2,87.45,"41.829742371733346, 12.468582121891949",0,0,1030.9,"16242099999,16239099999,16224099999,LIRA",6,6.2,56,5.2,1.66283202710701e-14,0
54.1,"Partially cloudy",2023-02-17T06:00:00,4.1,6.4,76.92,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,16224099999,LIRA",7.9,6.2,91,8.9,1.66809310890855e-14,0
54.1,"Partially cloudy",2023-02-17T06:30:00,4.1,6.4,76.92,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,16224099999,LIRA",7.9,6.2,91,8.9,1.67337292451548e-14,66.8488
60.3,"Partially cloudy",2023-02-17T07:00:00,4.3,6.6,78.04,"41.829742371733346, 12.468582121891949",0,0,1030.9,"E7216,16242099999,16239099999,16224099999,16234099999",7.9,6.8,62,7.7,1.67867154804732e-14,7.1257
60.3,"Partially cloudy",2023-02-17T07:30:00,4.3,6.6,78.04,"41.829742371733346, 12.468582121891949",0,0,1030.9,"E7216,16242099999,16239099999,16224099999,16234099999",7.9,6.8,62,7.7,1.6839890540354e-14,41.0125
63.3,"Partially cloudy",2023-02-17T08:00:00,3.9,7.3,74.34,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,AT416,16224099999,16234099999",8.2,6.7,70,6.3,1.68932551724679e-14,266.1362
63.3,"Partially cloudy",2023-02-17T08:30:00,3.9,7.3,74.34,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,AT416,16224099999,16234099999",8.2,6.7,70,6.3,1.69468101277418e-14,353.093
59.8,"Partially cloudy",2023-02-17T09:00:00,4.7,8.5,72.56,"41.829742371733346, 12.468582121891949",0,0,1031.3,"16242099999,16239099999,AT416,16224099999,16234099999",9.4,9,28,7.3,1.70005561612768e-14,330.4944
59.8,"Partially cloudy",2023-02-17T09:30:00,4.7,8.5,72.56,"41.829742371733346, 12.468582121891949",0,0,1031.3,"16242099999,16239099999,AT416,16224099999,16234099999",9.4,9,28,7.3,1.70544940305682e-14,301.6221
59.8,"Partially cloudy",2023-02-17T10:00:00,4,10.7,63.12,"41.829742371733346, 12.468582121891949",0,0,1032,"16242099999,16239099999,AT416,16224099999,16234099999",10.7,9.1,71,8.4,1.71086244964141e-14,259.6916
59.8,"Partially cloudy",2023-02-17T10:30:00,4,10.7,63.12,"41.829742371733346, 12.468582121891949",0,0,1032,"16242099999,16239099999,AT416,16224099999,16234099999",10.7,9.1,71,8.4,1.71629483238437e-14,269.1272
56.9,"Partially cloudy",2023-02-17T11:00:00,4.3,12.2,58.54,"41.829742371733346, 12.468582121891949",0,0,1032,"16242099999,16239099999,AT416,16224099999,16234099999",12.2,9.8,38,11.2,1.7217466280318e-14,259.5153
56.9,"Partially cloudy",2023-02-17T11:30:00,4.3,12.2,58.54,"41.829742371733346, 12.468582121891949",0,0,1032,"16242099999,16239099999,AT416,16224099999,16234099999",12.2,9.8,38,11.2,1.72721791366482e-14,278.4264
61.5,"Partially cloudy",2023-02-17T12:00:00,4.8,13,57.45,"41.829742371733346, 12.468582121891949",0,0,1031.9,"16242099999,16239099999,AT416,16224099999,16234099999",13,10,19,10.3,1.73270876679341e-14,449.5592
61.5,"Partially cloudy",2023-02-17T12:30:00,4.8,13,57.45,"41.829742371733346, 12.468582121891949",0,0,1031.9,"16242099999,16239099999,AT416,16224099999,16234099999",13,10,19,10.3,0.0416666666666661,471.6192
50.6,"Partially cloudy",2023-02-17T13:00:00,4.9,13.3,56.91,"41.829742371733346, 12.468582121891949",0,0,1031.1,"16242099999,16239099999,AT416,16224099999,16234099999",13.3,10,346,11.3,0.0833333333333339,576.1175
50.6,"Partially cloudy",2023-02-17T13:30:00,4.9,13.3,56.91,"41.829742371733346, 12.468582121891949",0,0,1031.1,"16242099999,16239099999,AT416,16224099999,16234099999",13.3,10,346,11.3,0.125,527.8055
59.7,"Partially cloudy",2023-02-17T14:00:00,4.8,13.2,56.53,"41.829742371733346, 12.468582121891949",0,0,1030.3,"16242099999,16239099999,AT416,16224099999,16234099999",13.2,10,335,14.2,0.166666666666666,601.6892
59.7,"Partially cloudy",2023-02-17T14:30:00,4.8,13.2,56.53,"41.829742371733346, 12.468582121891949",0,0,1030.3,"16242099999,16239099999,AT416,16224099999,16234099999",13.2,10,335,14.2,0.208333333333334,415.3903
57.2,"Partially cloudy",2023-02-17T15:00:00,4.8,14,53.93,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,AT416,16224099999,16234099999",14,10,308,11.8,0.25,501.1996
