cloudcover,conditions,datetime,dew,feelslike,humidity,name,precip,precipprob,sealevelpressure,stations,temp,visibility,winddir,windspeed,holiday_proximity,AAC_energy
70.4,"Partially cloudy",2023-05-31T15:30:00,12.9,24.6,48.28,"41.829742371733346, 12.468582121891949",0,0,1013.8,"16242099999,16239099999,AT416,16224099999,16234099999",24.6,10,231,19.4,1.42197818321236e-13,207.6849
45.5,"Partially cloudy",2023-05-31T16:00:00,15,23.6,58.42,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,16224099999,16234099999",23.6,9.7,251,14,1.42786475990797e-13,264.9904
45.5,"Partially cloudy",2023-05-31T16:30:00,15,23.6,58.42,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,16224099999,16234099999",23.6,9.7,251,14,1.43377876563356e-13,415.0151
45.5,"Partially cloudy",2023-05-31T17:00:00,13.7,23.3,55.1,"41.829742371733346, 12.468582121891949",0,0,1014.1,"16242099999,16239099999,AT416,16224099999,16234099999",23.3,10,298,12.4,1.43972034243841e-13,508.8028
45.5,"Partially cloudy",2023-05-31T17:30:00,13.7,23.3,55.1,"41.829742371733346, 12.468582121891949",0,0,1014.1,"16242099999,16239099999,AT416,16224099999,16234099999",23.3,10,298,12.4,1.44568963318119e-13,560.2191
45.5,"Partially cloudy",2023-05-31T18:00:00,15.6,21.4,69.5,"41.829742371733346, 12.468582121891949",0,0,1014.2,"16242099999,16239099999,AT416,16224099999,16234099999",21.4,10,30,12.7,1.45168678163577e-13,314.8944
45.5,"Partially cloudy",2023-05-31T18:30:00,15.6,21.4,69.5,"41.829742371733346, 12.468582121891949",0,0,1014.2,"16242099999,16239099999,AT416,16224099999,16234099999",21.4,10,30,12.7,1.45771193229613e-13,200.265
44.3,"Partially cloudy",2023-05-31T19:00:00,15,21.9,64.81,"41.829742371733346, 12.468582121891949",0,0,1013.8,"16242099999,16239099999,AT416,16224099999,16234099999",21.9,10,18,13.4,1.46376523048086e-13,111.5507
44.3,"Partially cloudy",2023-05-31T19:30:00,15,21.9,64.81,"41.829742371733346, 12.468582121891949",0,0,1013.8,"16242099999,16239099999,AT416,16224099999,16234099999",21.9,10,18,13.4,1.46984682244046e-13,126.3117
32.4,"Rain, Partially cloudy",2023-05-31T20:00:00,14.8,21.1,67.11,"41.829742371733346, 12.468582121891949",0.613,100,1014.1,"16242099999,16239099999,AT416,16224099999,16234099999",21.1,10,39,10.5,1.47595685515961e-13,87.1598
32.4,"Rain, Partially cloudy",2023-05-31T20:30:00,14.8,21.1,67.11,"41.829742371733346, 12.468582121891949",0.613,100,1014.1,"16242099999,16239099999,AT416,16224099999,16234099999",21.1,10,39,10.5,1.48209547646308e-13,18.5578
NaN,"Clear",2023-05-31T21:00:00,15.8,20,76.91,"41.829742371733346, 12.468582121891949",0,0,1014.9,"16242099999,16239099999,AT416,16224099999,LIRA",20,10,48,9.5,1.48826283512464e-13,1.303
NaN,"Clear",2023-05-31T21:30:00,15.8,20,76.91,"41.829742371733346, 12.468582121891949",0,0,1014.9,"16242099999,16239099999,AT416,16224099999,LIRA",20,10,48,9.5,1.49445908066655e-13,48.3823
NaN,"Clear",2023-05-31T22:00:00,15.8,18.9,82.07,"41.829742371733346, 12.468582121891949",0,0,1014.9,"16242099999,16239099999,16224099999,LIRA",18.9,10,21,9.4,1.50068436346699e-13,37.3823
NaN,"Clear",2023-05-31T22:30:00,15.8,18.9,82.07,"41.829742371733346, 12.468582121891949",0,0,1014.9,"16242099999,16239099999,16224099999,LIRA",18.9,10,21,9.4,1.50693883487058e-13,26.3823
NaN,"Clear",2023-05-31T23:00:00,14,18.8,73.34,"41.829742371733346, 12.468582121891949",0,0,1014.9,"16242099999,16239099999,16224099999,LIRA",18.8,10,29,3.9,1.513222646985e-13,15.3823
NaN,"Clear",2023-05-31T23:30:00,14,18.8,73.34,"41.829742371733346, 12.468582121891949",0,0,1014.9,"16242099999,16239099999,16224099999,LIRA",18.8,10,29,3.9,1.51953595279007e-13,0
NaN,"Clear",2023-06-01T00:00:00,14,18,77.46,"41.829742371733346, 12.468582121891949",0,0,1015.1,"16242099999,16239099999,16224099999,LIRA",18,10,48,6.1,0.00389105058365759,133.7207
NaN,"Clear",2023-06-01T00:30:00,14,18,77.46,"41.829742371733346, 12.468582121891949",0,0,1015.1,"16242099999,16239099999,16224099999,LIRA",18,10,48,6.1,0.0042296094241275,172.0219
NaN,"Clear",2023-06-01T01:00:00,13.1,17,77.95,"41.829742371733346, 12.468582121891949",0,0,1015.1,"16242099999,16239099999,16224099999,LIRA",17,10,42,5.9,0.00460154878594947,149.5244
NaN,"Clear",2023-06-01T01:30:00,13.1,17,77.95,"41.829742371733346, 12.468582121891949",0,0,1015.1,"16242099999,16239099999,16224099999,LIRA",17,10,42,5.9,0.00501054295364723,134.6011
40,"Partially cloudy",2023-06-01T02:00:00,14.1,16.3,87.28,"41.829742371733346, 12.468582121891949",0,0,1015.1,"16245099999,16242099999,16239099999,16224099999,LIRA",16.3,15.2,58,4.9,0.00546071140064688,100.1864
40,"Partially cloudy",2023-06-01T02:30:00,14.1,16.3,87.28,"41.829742371733346, 12.468582121891949",0,0,1015.1,"16245099999,16242099999,16239099999,16224099999,LIRA",16.3,15.2,58,4.9,0.00595667729561991,47.5922
NaN,"Clear",2023-06-01T03:00:00,14,16.1,87.21,"41.829742371733346, 12.468582121891949",0,0,1015,"16242099999,16239099999,16224099999,LIRA",16.1,10,60,5.3,0.00650363420179567,15.5225
NaN,"Clear",2023-06-01T03:30:00,14,16.1,87.21,"41.829742371733346, 12.468582121891949",0,0,1015,"16242099999,16239099999,16224099999,LIRA",16.1,10,60,5.3,0.00710742212950925,2.5672
NaN,"Clear",2023-06-01T04:00:00,13.1,15.1,87.69,"41.829742371733346, 12.468582121891949",0,0,1014.9,"16242099999,16239099999,16224099999,LIRA",15.1,10,15,5.7,0.0077746143536529,0
NaN,"Clear",2023-06-01T04:30:00,13.1,15.1,87.69,"41.829742371733346, 12.468582121891949",0,0,1014.9,"16242099999,16239099999,16224099999,LIRA",15.1,10,15,5.7,0.00851261653466809,0
NaN,"Clear",2023-06-01T05:00:00,13.1,15.1,87.85,"41.829742371733346, 12.468582121891949",0,0,1014.9,"16242099999,16239099999,16224099999,LIRA",15.1,10,41,5.3,0.00932977987661294,0
NaN,"Clear",2023-06-01T05:30:00,13.1,15.1,87.85,"41.829742371733346, 12.468582121891949",0,0,1014.9,"16242099999,16239099999,16224099999,LIRA",15.1,10,41,5.3,0.0102355304055182,25.5909
NaN,"Clear",2023-06-01T06:00:00,12.1,15,82.96,"41.829742371733346, 12.468582121891949",0,0,1014.9,"16242099999,16239099999,AT416,16224099999,LIRA",15,10,38,8.9,0.0112405166287986,65.8386
NaN,"Clear",2023-06-01T06:30:00,12.1,15,82.96,"41.829742371733346, 12.468582121891949",0,0,1014.9,"16242099999,16239099999,AT416,16224099999,LIRA",15,10,38,8.9,0.0123567780955611,144.2045
NaN,"Clear",2023-06-01T07:00:00,12.8,16.2,80.78,"41.829742371733346, 12.468582121891949",0,0,1015.1,"16242099999,16239099999,AT416,16224099999,16234099999",16.2,10,33,7.5,0.0135979378342866,274.4358
NaN,"Clear",2023-06-01T07:30:00,12.8,16.2,80.78,"41.829742371733346, 12.468582121891949",0,0,1015.1,"16242099999,16239099999,AT416,16224099999,16234099999",16.2,10,33,7.5,0.0149794218471834,262.6292
50,"Partially cloudy",2023-06-01T08:00:00,13.6,16.3,84.14,"41.829742371733346, 12.468582121891949",0,0,1015.1,"16242099999,16239099999,AT416,16224099999,16234099999",16.3,10,50,8.3,0.0165187091216757,235.6687
50,"Partially cloudy",2023-06-01T08:30:00,13.6,16.3,84.14,"41.829742371733346, 12.468582121891949",0,0,1015.1,"16242099999,16239099999,AT416,16224099999,16234099999",16.3,10,50,8.3,0.0182356161288459,271.8816
50,"Partially cloudy",2023-06-01T09:00:00,13.5,18.2,74.28,"41.829742371733346, 12.468582121891949",0,0,1015.1,"16242099999,16239099999,AT416,16224099999,16234099999",18.2,10,51,9.7,0.0201526198782655,318.6617
50,"Partially cloudy",2023-06-01T09:30:00,13.5,18.2,74.28,"41.829742371733346, 12.468582121891949",0,0,1015.1,"16242099999,16239099999,AT416,16224099999,16234099999",18.2,10,51,9.7,0.0222952237152328,418.8199
50,"Partially cloudy",2023-06-01T10:00:00,13.4,20.3,64.64,"41.829742371733346, 12.468582121891949",0,0,1015.8,"16242099999,16239099999,AT416,16224099999,16234099999",20.3,10,43,7.1,0.0246923703595029,416.7167
50,"Partially cloudy",2023-06-01T10:30:00,13.4,20.3,64.64,"41.829742371733346, 12.468582121891949",0,0,1015.8,"16242099999,16239099999,AT416,16224099999,16234099999",20.3,10,43,7.1,0.0273769062657105,373.1371
38,"Partially cloudy",2023-06-01T11:00:00,12.8,23.1,52.15,"41.829742371733346, 12.468582121891949",0,0,1015.1,"16242099999,16239099999,AT416,16224099999,16234099999",23.1,10,43,5.7,0.0303861007615122,264.0198
38,"Partially cloudy",2023-06-01T11:30:00,12.8,23.1,52.15,"41.829742371733346, 12.468582121891949",0,0,1015.1,"16242099999,16239099999,AT416,16224099999,16234099999",23.1,10,43,5.7,0.0337622227730089,243.0904
31.6,"Partially cloudy",2023-06-01T12:00:00,11.8,25.1,43.65,"41.829742371733346, 12.468582121891949",0,0,1015.1,"16242099999,16239099999,AT416,16224099999,16234099999",25.1,10,280,7.4,0.0375531758838199,229.074
31.6,"Partially cloudy",2023-06-01T12:30:00,11.8,25.1,43.65,"41.829742371733346, 12.468582121891949",0,0,1015.1,"16242099999,16239099999,AT416,16224099999,16234099999",25.1,10,280,7.4,0.0418131896037135,249.5562
27.6,"Partially cloudy",2023-06-01T13:00:00,12.5,25.7,44.01,"41.829742371733346, 12.468582121891949",0,0,1015.2,"16245099999,AT416,16224099999,16234099999,LIRA",25.7,10,274,10.1,0.0466035611708221,292.6373
27.6,"Partially cloudy",2023-06-01T13:30:00,12.5,25.7,44.01,"41.829742371733346, 12.468582121891949",0,0,1015.2,"16245099999,AT416,16224099999,16234099999,LIRA",25.7,10,274,10.1,0.0519934358483005,541.5237
50,"Partially cloudy",2023-06-01T14:00:00,12,26,41.71,"41.829742371733346, 12.468582121891949",NaN,0,1015,"AT416,LIRA",26,10,320,11.2,0.0580606051785582,377.9543
50,"Partially cloudy",2023-06-01T14:30:00,12,26,41.71,"41.829742371733346, 12.468582121891949",NaN,0,1015,"AT416,LIRA",26,10,320,11.2,0.0648922920586668,212.1909
50,"Partially cloudy",2023-06-01T15:00:00,13.2,25.9,45.44,"41.829742371733346, 12.468582121891949",0,0,1014,"16242099999,16239099999,AT416,LIRA",25.9,10,259,17,0.0725858756713366,396.9489
50,"Partially cloudy",2023-06-01T15:30:00,13.2,25.9,45.44,"41.829742371733346, 12.468582121891949",0,0,1014,"16242099999,16239099999,AT416,LIRA",25.9,10,259,17,0.081249489230315,354.6452
50,"Partially cloudy",2023-06-01T16:00:00,14.1,25.8,48.46,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,LIRA",25.8,10,253,17,0.0910023995257974,273.6728
50,"Partially cloudy",2023-06-01T16:30:00,14.1,25.8,48.46,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,LIRA",25.8,10,253,17,0.101975045649374,272.3974
33.9,"Partially cloudy",2023-06-01T17:00:00,14.2,24.8,51.71,"41.829742371733346, 12.468582121891949",0,0,1013.2,"16242099999,16239099999,AT416,16224099999,16234099999",24.8,10,294,17.5,0.114308577879793,232.7755
33.9,"Partially cloudy",2023-06-01T17:30:00,14.2,24.8,51.71,"41.829742371733346, 12.468582121891949",0,0,1013.2,"16242099999,16239099999,AT416,16224099999,16234099999",24.8,10,294,17.5,0.128153699522816,283.8491
33.9,"Partially cloudy",2023-06-01T18:00:00,14.5,24.1,54.88,"41.829742371733346, 12.468582121891949",0,0,1013.2,"16242099999,16239099999,AT416,16224099999,16234099999",24.1,10,284,13.4,0.143668573157284,115.7259
33.9,"Partially cloudy",2023-06-01T18:30:00,14.5,24.1,54.88,"41.829742371733346, 12.468582121891949",0,0,1013.2,"16242099999,16239099999,AT416,16224099999,16234099999",24.1,10,284,13.4,0.16101551817627,99.8002
33.9,"Partially cloudy",2023-06-01T19:00:00,14.6,23.3,57.93,"41.829742371733346, 12.468582121891949",0,0,1013.8,"16242099999,16239099999,AT416,16224099999,16234099999",23.3,10,294,14.7,0.180356210926949,23.363
33.9,"Partially cloudy",2023-06-01T19:30:00,14.6,23.3,57.93,"41.829742371733346, 12.468582121891949",0,0,1013.8,"16242099999,16239099999,AT416,16224099999,16234099999",23.3,10,294,14.7,0.201845109976027,52.1398
33.9,"Rain, Partially cloudy",2023-06-01T20:00:00,15,21.5,66.25,"41.829742371733346, 12.468582121891949",0.055,100,1014.1,"16242099999,16239099999,AT416,16224099999,16234099999",21.5,10,19,13.3,0.225620891514553,174.1222
33.9,"Rain, Partially cloudy",2023-06-01T20:30:00,15,21.5,66.25,"41.829742371733346, 12.468582121891949",0.055,100,1014.1,"16242099999,16239099999,AT416,16224099999,16234099999",21.5,10,19,13.3,0.25179581863913,138.4442
26.9,"Partially cloudy",2023-06-01T21:00:00,14.1,20.9,65.15,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,16224099999,LIRA",20.9,10,70,8.6,0.280443194502562,85.5202
26.9,"Partially cloudy",2023-06-01T21:30:00,14.1,20.9,65.15,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,16224099999,LIRA",20.9,10,70,8.6,0.311583382392017,18.0502
NaN,"Clear",2023-06-01T22:00:00,13.1,19.8,65.46,"41.829742371733346, 12.468582121891949",0,0,1014,"16242099999,16239099999,16224099999,LIRA",19.8,10,1,5.4,0.345169310389329,2.5505
NaN,"Clear",2023-06-01T22:30:00,13.1,19.8,65.46,"41.829742371733346, 12.468582121891949",0,0,1014,"16242099999,16239099999,16224099999,LIRA",19.8,10,1,5.4,0.38107285877547,0
NaN,"Clear",2023-06-01T23:00:00,14,18.8,73.6,"41.829742371733346, 12.468582121891949",0,0,1014,"16242099999,16239099999,16224099999,LIRA",18.8,10,27,5.4,0.419073978323127,0
NaN,"Clear",2023-06-01T23:30:00,14,18.8,73.6,"41.829742371733346, 12.468582121891949",0,0,1014,"16242099999,16239099999,16224099999,LIRA",18.8,10,27,5.4,0.458854679976184,0
NaN,"Clear",2023-06-02T00:00:00,13.9,18.8,73.12,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,16224099999,LIRA",18.8,10,40,3.9,0.5,14.4559
NaN,"Clear",2023-06-02T00:30:00,13.9,18.8,73.12,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,16224099999,LIRA",18.8,10,40,3.9,0.542007560408492,22.3109
NaN,"Clear",2023-06-02T01:00:00,14,17.7,78.86,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,16224099999,LIRA",17.7,10,99,5.7,0.58430636664373,57.7138
NaN,"Clear",2023-06-02T01:30:00,14,17.7,78.86,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,16224099999,LIRA",17.7,10,99,5.7,0.626284088337268,38.8588
NaN,"Rain",2023-06-02T02:00:00,13.1,17.6,74.98,"41.829742371733346, 12.468582121891949",0.067,100,1013.1,"16242099999,16239099999,16224099999,LIRA",17.6,10,38,5.4,0.667320531093053,41.6303
NaN,"Rain",2023-06-02T02:30:00,13.1,17.6,74.98,"41.829742371733346, 12.468582121891949",0.067,100,1013.1,"16242099999,16239099999,16224099999,LIRA",17.6,10,38,5.4,0.706823705102784,37.0124
NaN,"Clear",2023-06-02T03:00:00,14,16.9,83.33,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,16224099999,LIRA",16.9,10,40,4,0.744264188958779,12.2409
NaN,"Clear",2023-06-02T03:30:00,14,16.9,83.33,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,16224099999,LIRA",16.9,10,40,4,0.779203632942115,0
NaN,"Clear",2023-06-02T04:00:00,14,16.9,83.18,"41.829742371733346, 12.468582121891949",0,0,1013.1,"16242099999,16239099999,16224099999,LIRA",16.9,10,59,5.5,0.811314238236968,6.6195
NaN,"Clear",2023-06-02T04:30:00,14,16.9,83.18,"41.829742371733346, 12.468582121891949",0,0,1013.1,"16242099999,16239099999,16224099999,LIRA",16.9,10,59,5.5,0.840387610794731,0
NaN,"Clear",2023-06-02T05:00:00,13.1,15.9,83.76,"41.829742371733346, 12.468582121891949",0,0,1013.1,"16242099999,16239099999,16224099999,LIRA",15.9,10,39,5.4,0.866333125183968,0
NaN,"Clear",2023-06-02T05:30:00,13.1,15.9,83.76,"41.829742371733346, 12.468582121891949",0,0,1013.1,"16242099999,16239099999,16224099999,LIRA",15.9,10,39,5.4,0.889167421810945,48.7583
NaN,"Clear",2023-06-02T06:00:00,13.1,15,88.57,"41.829742371733346, 12.468582121891949",0,0,1013.1,"16242099999,16239099999,AT416,16224099999,LIRA",15,10,30,7.5,0.908997600454943,124.661
NaN,"Clear",2023-06-02T06:30:00,13.1,15,88.57,"41.829742371733346, 12.468582121891949",0,0,1013.1,"16242099999,16239099999,AT416,16224099999,LIRA",15,10,30,7.5,0.926000990462517,112.1033
NaN,"Clear",2023-06-02T07:00:00,13.2,16,83.63,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,16224099999,LIRA",16,10,48,5.4,0.940404155660358,68.1033
NaN,"Clear",2023-06-02T07:30:00,13.2,16,83.63,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,16224099999,LIRA",16,10,48,5.4,0.9524632123324,67.9728
NaN,"Clear",2023-06-02T08:00:00,14.1,18.1,77.48,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,16224099999,LIRA",18.1,10,50,7.5,0.962446824133011,113.4778
NaN,"Clear",2023-06-02T08:30:00,14.1,18.1,77.48,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,16224099999,LIRA",18.1,10,50,7.5,0.970622554402341,66.3735
NaN,"Clear",2023-06-02T09:00:00,15,19.2,76.65,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,16224099999,LIRA",19.2,10,32,7.6,0.977246702133367,92.1076
NaN,"Clear",2023-06-02T09:30:00,15,19.2,76.65,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,16224099999,LIRA",19.2,10,32,7.6,0.982557368694955,122.1761
26.6,"Partially cloudy",2023-06-02T10:00:00,14,22.2,59.94,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,16224099999,LIRA",22.2,10,29,7.3,0.986770287213514,144.6717
26.6,"Partially cloudy",2023-06-02T10:30:00,14,22.2,59.94,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,16224099999,LIRA",22.2,10,29,7.3,0.990076859864605,124.5575
NaN,"Clear",2023-06-02T11:00:00,14.1,24.1,53.88,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,16224099999,LIRA",24.1,10,NaN,7.2,0.992643853962296,214.6758
NaN,"Clear",2023-06-02T11:30:00,14.1,24.1,53.88,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,16224099999,LIRA",24.1,10,NaN,7.2,0.994614266556877,273.4998
26.6,"Partially cloudy",2023-06-02T12:00:00,14.1,24.9,51.14,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,16224099999,LIRA",24.9,10,1,11.4,0.996108949416342,162.6953
26.6,"Partially cloudy",2023-06-02T12:30:00,14.1,24.9,51.14,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,16224099999,LIRA",24.9,10,1,11.4,0.997228674444253,267.4895
26.6,"Partially cloudy",2023-06-02T13:00:00,13.3,25.7,46.24,"41.829742371733346, 12.468582121891949",0,0,1013.1,"16242099999,16239099999,AT416,16224099999,LIRA",25.7,10,340,8.6,0.998056401155219,405.8888
26.6,"Partially cloudy",2023-06-02T13:30:00,13.3,25.7,46.24,"41.829742371733346, 12.468582121891949",0,0,1013.1,"16242099999,16239099999,AT416,16224099999,LIRA",25.7,10,340,8.6,0.998659576818556,397.4933
50,"Partially cloudy",2023-06-02T14:00:00,12.6,25.8,43.9,"41.829742371733346, 12.468582121891949",0,0,1013,"16242099999,16239099999,AT416,16224099999,LIRA",25.8,10,254,7.1,0.999092355663576,440.3231
50,"Partially cloudy",2023-06-02T14:30:00,12.6,25.8,43.9,"41.829742371733346, 12.468582121891949",0,0,1013,"16242099999,16239099999,AT416,16224099999,LIRA",25.8,10,254,7.1,0.999397666192263,335.6242
47.9,"Partially cloudy",2023-06-02T15:00:00,15.2,26.6,49.72,"41.829742371733346, 12.468582121891949",0,0,1012.9,"16242099999,16239099999,AT416,16224099999,LIRA",26.6,10,287,17,0.99960908679852,161.4192
47.9,"Partially cloudy",2023-06-02T15:30:00,15.2,26.6,49.72,"41.829742371733346, 12.468582121891949",0,0,1012.9,"16242099999,16239099999,AT416,16224099999,LIRA",26.6,10,287,17,0.999752512097076,140.5465
47.9,"Partially cloudy",2023-06-02T16:00:00,14.3,24.9,52.04,"41.829742371733346, 12.468582121891949",0,0,1012,"16242099999,16239099999,AT416,16224099999,LIRA",24.9,10,270,17,0.999847607436615,198.0982
47.9,"Partially cloudy",2023-06-02T16:30:00,14.3,24.9,52.04,"41.829742371733346, 12.468582121891949",0,0,1012,"16242099999,16239099999,AT416,16224099999,LIRA",24.9,10,270,17,0.999909058800877,257.094
50,"Partially cloudy",2023-06-02T17:00:00,14.3,24.1,54.49,"41.829742371733346, 12.468582121891949",0,0,1012.9,"16242099999,16239099999,AT416,16224099999,LIRA",24.1,10,262,11.7,0.99994763131823,142.1056
50,"Partially cloudy",2023-06-02T17:30:00,14.3,24.1,54.49,"41.829742371733346, 12.468582121891949",0,0,1012.9,"16242099999,16239099999,AT416,16224099999,LIRA",24.1,10,262,11.7,0.999971052947538,83.9932
26.6,"Partially cloudy",2023-06-02T18:00:00,13.6,23.8,52.73,"41.829742371733346, 12.468582121891949",0,0,1012.1,"16242099999,16239099999,AT416,16224099999,LIRA",23.8,10,279,15,0.999984741443765,53.3623
26.6,"Partially cloudy",2023-06-02T18:30:00,13.6,23.8,52.73,"41.829742371733346, 12.468582121891949",0,0,1012.1,"16242099999,16239099999,AT416,16224099999,LIRA",23.8,10,279,15,0.999992393089999,73.1396
NaN,"Clear",2023-06-02T19:00:00,15.2,23,61.6,"41.829742371733346, 12.468582121891949",0,0,1012.9,"16242099999,16239099999,AT416,16224099999,LIRA",23,10,272,15,0.999996451305933,46.4615
NaN,"Clear",2023-06-02T19:30:00,15.2,23,61.6,"41.829742371733346, 12.468582121891949",0,0,1012.9,"16242099999,16239099999,AT416,16224099999,LIRA",23,10,272,15,0.999998472400481,99.7522
NaN,"Clear",2023-06-02T20:00:00,15.3,22,65.77,"41.829742371733346, 12.468582121891949",0,0,1013,"16242099999,16239099999,AT416,16224099999,LIRA",22,10,263,10,0.999999404626175,26.1632
NaN,"Clear",2023-06-02T20:30:00,15.3,22,65.77,"41.829742371733346, 12.468582121891949",0,0,1013,"16242099999,16239099999,AT416,16224099999,LIRA",22,10,263,10,0.999999795424165,79.5406
26.6,"Partially cloudy",2023-06-02T21:00:00,16.1,21,73.92,"41.829742371733346, 12.468582121891949",0,0,1013,"16242099999,16239099999,AT416,16224099999,LIRA",21,10,236,5.7,0.999999940395359,36.8028
26.6,"Partially cloudy",2023-06-02T21:30:00,16.1,21,73.92,"41.829742371733346, 12.468582121891949",0,0,1013,"16242099999,16239099999,AT416,16224099999,LIRA",21,10,236,5.7,0.999999986137865,59.0665
26.6,"Partially cloudy",2023-06-02T22:00:00,16.1,20.8,74.51,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,16224099999,LIRA",20.8,10,225,5.6,0.99999999767432,31.184
26.6,"Partially cloudy",2023-06-02T22:30:00,16.1,20.8,74.51,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,16224099999,LIRA",20.8,10,225,5.6,0.999999999767169,20.184
NaN,"Clear",2023-06-02T23:00:00,15.3,19.8,74.95,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,16224099999,LIRA",19.8,10,203,5.4,0.999999999990915,9.184
NaN,"Clear",2023-06-02T23:30:00,15.3,19.8,74.95,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,16224099999,LIRA",19.8,10,203,5.4,0.999999999999964,0
NaN,"Clear",2023-06-03T00:00:00,13.5,19.8,66.84,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,16224099999,LIRA",19.8,10,186,5,1,67.4558
NaN,"Clear",2023-06-03T00:30:00,13.5,19.8,66.84,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,16224099999,LIRA",19.8,10,186,5,1,82.2677
NaN,"Clear",2023-06-03T01:00:00,15.9,19.1,82.07,"41.829742371733346, 12.468582121891949",0,0,1014.1,"16245099999,16242099999,16239099999,16224099999",19.1,10,85,7.1,1,142.1558
NaN,"Clear",2023-06-03T01:30:00,15.9,19.1,82.07,"41.829742371733346, 12.468582121891949",0,0,1014.1,"16245099999,16242099999,16239099999,16224099999",19.1,10,85,7.1,1,109.6253
NaN,"Clear",2023-06-03T02:00:00,17,18.9,88.59,"41.829742371733346, 12.468582121891949",0,0,1014,"16242099999,16239099999,16224099999,LIRA",18.9,10,200,7.1,1,65.6253
NaN,"Clear",2023-06-03T02:30:00,17,18.9,88.59,"41.829742371733346, 12.468582121891949",0,0,1014,"16242099999,16239099999,16224099999,LIRA",18.9,10,200,7.1,1,28.9115
30,"Partially cloudy",2023-06-03T03:00:00,17.8,18.8,93.76,"41.829742371733346, 12.468582121891949",0,0,1014,"16242099999,16239099999,16224099999,LIRA",18.8,10,236,5.2,1,6.91149999999999
30,"Partially cloudy",2023-06-03T03:30:00,17.8,18.8,93.76,"41.829742371733346, 12.468582121891949",0,0,1014,"16242099999,16239099999,16224099999,LIRA",18.8,10,236,5.2,1,41.6089
15.6,"Clear",2023-06-03T04:00:00,16.8,18.7,88.81,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16245099999,16242099999,16239099999,16224099999,LIRA",18.7,10,43,3.9,1,30.6089
15.6,"Clear",2023-06-03T04:30:00,16.8,18.7,88.81,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16245099999,16242099999,16239099999,16224099999,LIRA",18.7,10,43,3.9,1,19.6089
47.9,"Partially cloudy",2023-06-03T05:00:00,16.8,18.6,89.44,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,16224099999,LIRA",18.6,9.9,67,3.6,1,8.6089
47.9,"Partially cloudy",2023-06-03T05:30:00,16.8,18.6,89.44,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,16224099999,LIRA",18.6,9.9,67,3.6,1,0
0,"Clear",2023-06-03T06:00:00,15.8,17.6,89.36,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,16224099999,LIRA",17.6,9.8,9,3.9,1,20.7998
0,"Clear",2023-06-03T06:30:00,15.8,17.6,89.36,"41.829742371733346, 12.468582121891949",0,0,1013.9,"16242099999,16239099999,AT416,16224099999,LIRA",17.6,9.8,9,3.9,1,9.7998
