cloudcover,conditions,datetime,dew,feelslike,humidity,name,precip,precipprob,sealevelpressure,stations,temp,visibility,winddir,windspeed,holiday_indicator,AAC_energy,time_vector
NaN,"Clear",2023-02-15T05:30:00,0.2,0.3,88.04,"41.829742371733346, 12.468582121891949",0,0,1029,"16242099999,16239099999,16224099999,LIRA",2,10,43,6,0,18.7849,15-Feb-2023 05:30:00
NaN,"Clear",2023-02-15T06:00:00,0.1,0.5,87.7,"41.829742371733346, 12.468582121891949",0,0,1028.1,"16242099999,16239099999,16224099999,LIRA",2,10,52,5.4,0,7.7849,15-Feb-2023 06:00:00
NaN,"Clear",2023-02-15T06:30:00,0.1,0.5,87.7,"41.829742371733346, 12.468582121891949",0,0,1028.1,"16242099999,16239099999,16224099999,LIRA",2,10,52,5.4,0,131.8075,15-Feb-2023 06:30:00
NaN,"Clear",2023-02-15T07:00:00,0.8,2.4,88.84,"41.829742371733346, 12.468582121891949",0,0,1029,"16242099999,16239099999,AT416,16224099999,16234099999",2.4,10,74,4.5,0,179.8074,15-Feb-2023 07:00:00
NaN,"Clear",2023-02-15T07:30:00,0.8,2.4,88.84,"41.829742371733346, 12.468582121891949",0,0,1029,"16242099999,16239099999,AT416,16224099999,16234099999",2.4,10,74,4.5,0,508.2211,15-Feb-2023 07:30:00
NaN,"Clear",2023-02-15T08:00:00,0.4,0.3,86.33,"41.829742371733346, 12.468582121891949",0,0,1029.1,"16242099999,16239099999,AT416,16224099999,16234099999",2.4,10,62,7.5,0,641.9709,15-Feb-2023 08:00:00
NaN,"Clear",2023-02-15T08:30:00,0.4,0.3,86.33,"41.829742371733346, 12.468582121891949",0,0,1029.1,"16242099999,16239099999,AT416,16224099999,16234099999",2.4,10,62,7.5,0,581.3101,15-Feb-2023 08:30:00
NaN,"Clear",2023-02-15T09:00:00,1,2.3,79.09,"41.829742371733346, 12.468582121891949",0,0,1029.1,"16242099999,16239099999,AT416,16224099999,16234099999",4.3,10,52,8.1,0,826.8364,15-Feb-2023 09:00:00
NaN,"Clear",2023-02-15T09:30:00,1,2.3,79.09,"41.829742371733346, 12.468582121891949",0,0,1029.1,"16242099999,16239099999,AT416,16224099999,16234099999",4.3,10,52,8.1,0,780.9624,15-Feb-2023 09:30:00
NaN,"Clear",2023-02-15T10:00:00,2.6,6.4,70.47,"41.829742371733346, 12.468582121891949",0,0,1029.3,"16242099999,16239099999,AT416,16224099999,16234099999",7.6,10,39,7.2,0,769.3515,15-Feb-2023 10:00:00
NaN,"Clear",2023-02-15T10:30:00,2.6,6.4,70.47,"41.829742371733346, 12.468582121891949",0,0,1029.3,"16242099999,16239099999,AT416,16224099999,16234099999",7.6,10,39,7.2,0,765.9973,15-Feb-2023 10:30:00
NaN,"Clear",2023-02-15T11:00:00,2.6,10.7,57.46,"41.829742371733346, 12.468582121891949",0,0,1029.9,"16242099999,16239099999,AT416,16224099999,16234099999",10.7,10,116,4.7,0,642.2719,15-Feb-2023 11:00:00
NaN,"Clear",2023-02-15T11:30:00,2.6,10.7,57.46,"41.829742371733346, 12.468582121891949",0,0,1029.9,"16242099999,16239099999,AT416,16224099999,16234099999",10.7,10,116,4.7,0,522.2777,15-Feb-2023 11:30:00
NaN,"Clear",2023-02-15T12:00:00,3.1,14,47.71,"41.829742371733346, 12.468582121891949",0,0,1029.3,"16242099999,16239099999,AT416,16224099999,16234099999",14,10,170,2.4,0,665.6724,15-Feb-2023 12:00:00
NaN,"Clear",2023-02-15T12:30:00,3.1,14,47.71,"41.829742371733346, 12.468582121891949",0,0,1029.3,"16242099999,16239099999,AT416,16224099999,16234099999",14,10,170,2.4,0,787.045,15-Feb-2023 12:30:00
NaN,"Clear",2023-02-15T13:00:00,4.2,15.2,47.55,"41.829742371733346, 12.468582121891949",0,0,1029,"16242099999,16239099999,AT416,16224099999,16234099999",15.2,10,264,6.5,0,589.3949,15-Feb-2023 13:00:00
NaN,"Clear",2023-02-15T13:30:00,4.2,15.2,47.55,"41.829742371733346, 12.468582121891949",0,0,1029,"16242099999,16239099999,AT416,16224099999,16234099999",15.2,10,264,6.5,0,651.5542,15-Feb-2023 13:30:00
NaN,"Clear",2023-02-15T14:00:00,6.5,15.9,53.62,"41.829742371733346, 12.468582121891949",0,0,1028.9,"16242099999,16239099999,AT416,16224099999,16234099999",15.9,10,253,8.5,0,528.3244,15-Feb-2023 14:00:00
NaN,"Clear",2023-02-15T14:30:00,6.5,15.9,53.62,"41.829742371733346, 12.468582121891949",0,0,1028.9,"16242099999,16239099999,AT416,16224099999,16234099999",15.9,10,253,8.5,0,491.5973,15-Feb-2023 14:30:00
NaN,"Clear",2023-02-15T15:00:00,6.4,16.3,51.82,"41.829742371733346, 12.468582121891949",0,0,1028,"16242099999,16239099999,AT416,16224099999,16234099999",16.3,10,257,10,0,334.2646,15-Feb-2023 15:00:00
NaN,"Clear",2023-02-15T15:30:00,6.4,16.3,51.82,"41.829742371733346, 12.468582121891949",0,0,1028,"16242099999,16239099999,AT416,16224099999,16234099999",16.3,10,257,10,0,507.5652,15-Feb-2023 15:30:00
NaN,"Clear",2023-02-15T16:00:00,7.4,16.3,55.48,"41.829742371733346, 12.468582121891949",0,0,1028,"16242099999,16239099999,AT416,16224099999,16234099999",16.3,10,244,8.7,0,710.3046,15-Feb-2023 16:00:00
NaN,"Clear",2023-02-15T16:30:00,7.4,16.3,55.48,"41.829742371733346, 12.468582121891949",0,0,1028,"16242099999,16239099999,AT416,16224099999,16234099999",16.3,10,244,8.7,0,610.9101,15-Feb-2023 16:30:00
NaN,"Clear",2023-02-15T17:00:00,7.4,14.7,61.95,"41.829742371733346, 12.468582121891949",0,0,1028.2,"16242099999,16239099999,AT416,16224099999,16234099999",14.7,10,234,10.3,0,668.8247,15-Feb-2023 17:00:00
NaN,"Clear",2023-02-15T17:30:00,7.4,14.7,61.95,"41.829742371733346, 12.468582121891949",0,0,1028.2,"16242099999,16239099999,AT416,16224099999,16234099999",14.7,10,234,10.3,0,671.237,15-Feb-2023 17:30:00
NaN,"Clear",2023-02-15T18:00:00,6.1,12.1,66.67,"41.829742371733346, 12.468582121891949",0,0,1028.9,"E2310,16242099999,16239099999,16224099999,16234099999",12.1,10,242,8.3,0,491.0941,15-Feb-2023 18:00:00
NaN,"Clear",2023-02-15T18:30:00,6.1,12.1,66.67,"41.829742371733346, 12.468582121891949",0,0,1028.9,"E2310,16242099999,16239099999,16224099999,16234099999",12.1,10,242,8.3,0,456.3229,15-Feb-2023 18:30:00
NaN,"Clear",2023-02-15T19:00:00,6.3,10.1,77.63,"41.829742371733346, 12.468582121891949",0,0,1029.1,"16242099999,16239099999,16224099999,16234099999",10.1,10,223,5.4,0,377.5493,15-Feb-2023 19:00:00
NaN,"Clear",2023-02-15T19:30:00,6.3,10.1,77.63,"41.829742371733346, 12.468582121891949",0,0,1029.1,"16242099999,16239099999,16224099999,16234099999",10.1,10,223,5.4,0,280.2096,15-Feb-2023 19:30:00
NaN,"Clear",2023-02-15T20:00:00,6.9,8.4,87.23,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",8.9,10,152,5.4,0,360.0865,15-Feb-2023 20:00:00
NaN,"Clear",2023-02-15T20:30:00,6.9,8.4,87.23,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",8.9,10,152,5.4,0,289.0999,15-Feb-2023 20:30:00
0,"Clear",2023-02-15T21:00:00,5.9,7.3,82.69,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",8.7,7.3,119,8.6,0,125.8655,15-Feb-2023 21:00:00
0,"Clear",2023-02-15T21:30:00,5.9,7.3,82.69,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",8.7,7.3,119,8.6,0,135.766,15-Feb-2023 21:30:00
0,"Clear",2023-02-15T22:00:00,5.8,7.7,87.89,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",7.7,6.2,117,3.7,0,89.1595,15-Feb-2023 22:00:00
0,"Clear",2023-02-15T22:30:00,5.8,7.7,87.89,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",7.7,6.2,117,3.7,0,38.7452,15-Feb-2023 22:30:00
0,"Clear",2023-02-15T23:00:00,5.8,5.8,88.21,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",7.6,5.9,109,10.3,0,12.6346,15-Feb-2023 23:00:00
0,"Clear",2023-02-15T23:30:00,5.8,5.8,88.21,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",7.6,5.9,109,10.3,0,0,15-Feb-2023 23:30:00
0,"Clear",2023-02-16T00:00:00,4.8,6.6,88.12,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",6.6,9.5,268,3.4,1.38308834432504e-14,70.1324,16-Feb-2023 00:00:00
0,"Clear",2023-02-16T00:30:00,4.8,6.6,88.12,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",6.6,9.5,268,3.4,1.38736455615587e-14,188.217,16-Feb-2023 00:30:00
0,"Clear",2023-02-16T01:00:00,4.8,5.7,93.76,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",5.7,5.7,139,4.7,1.39165564748058e-14,151.6775,16-Feb-2023 01:00:00
0,"Clear",2023-02-16T01:30:00,4.8,5.7,93.76,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",5.7,5.7,139,4.7,1.39596167589693e-14,108.1716,16-Feb-2023 01:30:00
0,"Clear",2023-02-16T02:00:00,3.9,4.8,93.72,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",4.8,9.3,87,2.2,1.40028269917575e-14,40.5913,16-Feb-2023 02:00:00
0,"Clear",2023-02-16T02:30:00,3.9,4.8,93.72,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",4.8,9.3,87,2.2,1.40461877533359e-14,15.5314,16-Feb-2023 02:30:00
0,"Clear",2023-02-16T03:00:00,2.9,3.5,88.29,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",4.7,9.3,81,5.7,1.40896996270696e-14,4.5314,16-Feb-2023 03:00:00
0,"Clear",2023-02-16T03:30:00,2.9,3.5,88.29,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",4.7,9.3,81,5.7,1.41333631980808e-14,0,16-Feb-2023 03:30:00
0,"Clear",2023-02-16T04:00:00,3,4.8,88.28,"41.829742371733346, 12.468582121891949",0,0,1030.2,"16245099999,16242099999,16239099999,16224099999,LIRA",4.8,9.3,85,2.3,1.41771790539839e-14,0,16-Feb-2023 04:00:00
0,"Clear",2023-02-16T04:30:00,3,4.8,88.28,"41.829742371733346, 12.468582121891949",0,0,1030.2,"16245099999,16242099999,16239099999,16224099999,LIRA",4.8,9.3,85,2.3,1.42211477856348e-14,0,16-Feb-2023 04:30:00
0,"Clear",2023-02-16T05:00:00,3.7,4.6,94.07,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",4.6,9.3,64,2.6,1.42652699856738e-14,0,16-Feb-2023 05:00:00
0,"Clear",2023-02-16T05:30:00,3.7,4.6,94.07,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",4.6,9.3,64,2.6,1.43095462492684e-14,2.5855,16-Feb-2023 05:30:00
29,"Partially cloudy",2023-02-16T06:00:00,3.8,4.4,88.54,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",5.6,5.8,247,5.9,1.43539771748703e-14,0,16-Feb-2023 06:00:00
29,"Partially cloudy",2023-02-16T06:30:00,3.8,4.4,88.54,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",5.6,5.8,247,5.9,1.43985633627437e-14,38.1796,16-Feb-2023 06:30:00
53.9,"Partially cloudy",2023-02-16T07:00:00,4,3.7,91.68,"41.829742371733346, 12.468582121891949",0,0,1030.1,"E7225,16242099999,16239099999,16224099999,16234099999",5.3,7,48,7.1,1.44433054157149e-14,36.6039,16-Feb-2023 07:00:00
53.9,"Partially cloudy",2023-02-16T07:30:00,4,3.7,91.68,"41.829742371733346, 12.468582121891949",0,0,1030.1,"E7225,16242099999,16239099999,16224099999,16234099999",5.3,7,48,7.1,1.44882039399385e-14,63.433,16-Feb-2023 07:30:00
65.1,"Partially cloudy",2023-02-16T08:00:00,4.7,5.5,87.88,"41.829742371733346, 12.468582121891949",0,0,1031.1,"E2310,16242099999,16239099999,16224099999,16234099999",6.6,6.4,130,6.2,1.45332595434092e-14,41.433,16-Feb-2023 08:00:00
65.1,"Partially cloudy",2023-02-16T08:30:00,4.7,5.5,87.88,"41.829742371733346, 12.468582121891949",0,0,1031.1,"E2310,16242099999,16239099999,16224099999,16234099999",6.6,6.4,130,6.2,1.457847283672e-14,274.4874,16-Feb-2023 08:30:00
61.5,"Partially cloudy",2023-02-16T09:00:00,5.2,6.7,86.47,"41.829742371733346, 12.468582121891949",0,0,1031.1,"16242099999,16239099999,AT416,16224099999,16234099999",7.4,6.6,92,5.3,1.46238444338366e-14,386.5434,16-Feb-2023 09:00:00
61.5,"Partially cloudy",2023-02-16T09:30:00,5.2,6.7,86.47,"41.829742371733346, 12.468582121891949",0,0,1031.1,"16242099999,16239099999,AT416,16224099999,16234099999",7.4,6.6,92,5.3,1.46693749505931e-14,707.0502,16-Feb-2023 09:30:00
61.5,"Partially cloudy",2023-02-16T10:00:00,6,7.9,82.4,"41.829742371733346, 12.468582121891949",0,0,1031.1,"16242099999,16239099999,AT416,16224099999,16234099999",8.8,6.8,36,6.8,1.47150650054585e-14,981.2457,16-Feb-2023 10:00:00
61.5,"Partially cloudy",2023-02-16T10:30:00,6,7.9,82.4,"41.829742371733346, 12.468582121891949",0,0,1031.1,"16242099999,16239099999,AT416,16224099999,16234099999",8.8,6.8,36,6.8,1.47609152203193e-14,980.9892,16-Feb-2023 10:30:00
62.1,"Partially cloudy",2023-02-16T11:00:00,6.4,10.2,77.11,"41.829742371733346, 12.468582121891949",0,0,1032,"16242099999,16239099999,AT416,16224099999,16234099999",10.2,7.3,36,8.9,1.48069262189594e-14,928.2354,16-Feb-2023 11:00:00
62.1,"Partially cloudy",2023-02-16T11:30:00,6.4,10.2,77.11,"41.829742371733346, 12.468582121891949",0,0,1032,"16242099999,16239099999,AT416,16224099999,16234099999",10.2,7.3,36,8.9,1.4853098627835e-14,737.2893,16-Feb-2023 11:30:00
64.3,"Partially cloudy",2023-02-16T12:00:00,6.2,11.2,71.04,"41.829742371733346, 12.468582121891949",0,0,1032,"16242099999,16239099999,AT416,16224099999,16234099999",11.2,7.5,19,7.3,1.48994330768648e-14,594.1465,16-Feb-2023 12:00:00
64.3,"Partially cloudy",2023-02-16T12:30:00,6.2,11.2,71.04,"41.829742371733346, 12.468582121891949",0,0,1032,"16242099999,16239099999,AT416,16224099999,16234099999",11.2,7.5,19,7.3,1.49459301978948e-14,581.1882,16-Feb-2023 12:30:00
62.1,"Partially cloudy",2023-02-16T13:00:00,6.3,12.2,66.92,"41.829742371733346, 12.468582121891949",0,0,1031.9,"16242099999,16239099999,AT416,16224099999,16234099999",12.2,8.1,45,6.7,1.49925906254808e-14,535.4725,16-Feb-2023 13:00:00
62.1,"Partially cloudy",2023-02-16T13:30:00,6.3,12.2,66.92,"41.829742371733346, 12.468582121891949",0,0,1031.9,"16242099999,16239099999,AT416,16224099999,16234099999",12.2,8.1,45,6.7,1.50394149976872e-14,548.7908,16-Feb-2023 13:30:00
63.7,"Partially cloudy",2023-02-16T14:00:00,6.2,12.9,63.85,"41.829742371733346, 12.468582121891949",0,0,1031.1,"16242099999,16239099999,AT416,16224099999,16234099999",12.9,8.1,263,5.1,1.50864039545359e-14,653.3876,16-Feb-2023 14:00:00
63.7,"Partially cloudy",2023-02-16T14:30:00,6.2,12.9,63.85,"41.829742371733346, 12.468582121891949",0,0,1031.1,"16242099999,16239099999,AT416,16224099999,16234099999",12.9,8.1,263,5.1,1.51335581387966e-14,652.3487,16-Feb-2023 14:30:00
61.5,"Partially cloudy",2023-02-16T15:00:00,6.2,12.3,66.23,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,AT416,16224099999,16234099999",12.3,8.1,292,5.7,1.51808781967945e-14,556.92,16-Feb-2023 15:00:00
61.5,"Partially cloudy",2023-02-16T15:30:00,6.2,12.3,66.23,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,AT416,16224099999,16234099999",12.3,8.1,292,5.7,1.52283647768428e-14,578.9594,16-Feb-2023 15:30:00
84.5,"Partially cloudy",2023-02-16T16:00:00,5.3,12.9,59.71,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,AT416,16224099999,16234099999",12.9,10,265,4.9,1.52760185300412e-14,612.4211,16-Feb-2023 16:00:00
84.5,"Partially cloudy",2023-02-16T16:30:00,5.3,12.9,59.71,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,AT416,16224099999,16234099999",12.9,10,265,4.9,1.53238401110929e-14,713.5613,16-Feb-2023 16:30:00
83.9,"Partially cloudy",2023-02-16T17:00:00,5.3,12.3,62.19,"41.829742371733346, 12.468582121891949",0,0,1030.9,"16242099999,16239099999,AT416,16224099999,16234099999",12.3,10,286,9,1.53718301767193e-14,737.4133,16-Feb-2023 17:00:00
83.9,"Partially cloudy",2023-02-16T17:30:00,5.3,12.3,62.19,"41.829742371733346, 12.468582121891949",0,0,1030.9,"16242099999,16239099999,AT416,16224099999,16234099999",12.3,10,286,9,1.54199893864684e-14,539.0782,16-Feb-2023 17:30:00
57.2,"Partially cloudy",2023-02-16T18:00:00,5.1,11.2,66.06,"41.829742371733346, 12.468582121891949",0,0,1030.9,"16242099999,16239099999,AT416,16224099999,16234099999",11.2,10,343,5.9,1.54683184035395e-14,500.7842,16-Feb-2023 18:00:00
57.2,"Partially cloudy",2023-02-16T18:30:00,5.1,11.2,66.06,"41.829742371733346, 12.468582121891949",0,0,1030.9,"16242099999,16239099999,AT416,16224099999,16234099999",11.2,10,343,5.9,1.55168178931818e-14,536.4345,16-Feb-2023 18:30:00
50,"Partially cloudy",2023-02-16T19:00:00,5.1,9.6,73.22,"41.829742371733346, 12.468582121891949",0,0,1030.9,"16242099999,16239099999,16224099999,16234099999",9.6,10,326,3.8,1.5565488523511e-14,512.0449,16-Feb-2023 19:00:00
50,"Partially cloudy",2023-02-16T19:30:00,5.1,9.6,73.22,"41.829742371733346, 12.468582121891949",0,0,1030.9,"16242099999,16239099999,16224099999,16234099999",9.6,10,326,3.8,1.5614330966343e-14,327.2203,16-Feb-2023 19:30:00
50,"Partially cloudy",2023-02-16T20:00:00,5,8.9,76.68,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,16224099999,LIRA",8.9,8.2,34,3.4,1.56633458955757e-14,336.3778,16-Feb-2023 20:00:00
50,"Partially cloudy",2023-02-16T20:30:00,5,8.9,76.68,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,16224099999,LIRA",8.9,8.2,34,3.4,1.57125339880142e-14,374.4903,16-Feb-2023 20:30:00
0,"Clear",2023-02-16T21:00:00,4,6.5,77.58,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,16224099999,LIRA",7.7,6.4,143,7.1,1.57618959242133e-14,214.8131,16-Feb-2023 21:00:00
0,"Clear",2023-02-16T21:30:00,4,6.5,77.58,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,16224099999,LIRA",7.7,6.4,143,7.1,1.58114323868423e-14,110.6006,16-Feb-2023 21:30:00
13.3,"Clear",2023-02-16T22:00:00,3.9,5.9,82.33,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,16224099999,LIRA",6.7,6.4,143,5.4,1.5861144061519e-14,44.4252,16-Feb-2023 22:00:00
13.3,"Clear",2023-02-16T22:30:00,3.9,5.9,82.33,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,16224099999,LIRA",6.7,6.4,143,5.4,1.59110316376615e-14,9.2215,16-Feb-2023 22:30:00
50,"Partially cloudy",2023-02-16T23:00:00,3.9,5.4,82.18,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,16224099999,LIRA",6.7,6.4,141,7.1,1.59610958068351e-14,0,16-Feb-2023 23:00:00
50,"Partially cloudy",2023-02-16T23:30:00,3.9,5.4,82.18,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,16224099999,LIRA",6.7,6.4,141,7.1,1.60113372635957e-14,0,16-Feb-2023 23:30:00
50,"Partially cloudy",2023-02-17T00:00:00,4.1,7.9,76.92,"41.829742371733346, 12.468582121891949",0,0,1031.1,"16242099999,16239099999,16224099999,LIRA",7.9,7.3,161,3.8,1.60617567063505e-14,0,17-Feb-2023 00:00:00
50,"Partially cloudy",2023-02-17T00:30:00,4.1,7.9,76.92,"41.829742371733346, 12.468582121891949",0,0,1031.1,"16242099999,16239099999,16224099999,LIRA",7.9,7.3,161,3.8,1.61123548356877e-14,91.6466,17-Feb-2023 00:30:00
33.2,"Partially cloudy",2023-02-17T01:00:00,4.1,7,81.64,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,16224099999,LIRA",7,7.3,57,4.2,1.61631323552285e-14,36.6466,17-Feb-2023 01:00:00
33.2,"Partially cloudy",2023-02-17T01:30:00,4.1,7,81.64,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,16224099999,LIRA",7,7.3,57,4.2,1.62140899724972e-14,16.9402,17-Feb-2023 01:30:00
54.1,"Partially cloudy",2023-02-17T02:00:00,4.2,7,82.37,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,16224099999,LIRA",7,6.4,68,4,1.62652283972334e-14,51.7665,17-Feb-2023 02:00:00
54.1,"Partially cloudy",2023-02-17T02:30:00,4.2,7,82.37,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,16224099999,LIRA",7,6.4,68,4,1.63165483422528e-14,34.8263,17-Feb-2023 02:30:00
54.1,"Partially cloudy",2023-02-17T03:00:00,4.1,6,87.45,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,16224099999,LIRA",6,6.2,84,4.2,1.63680505243271e-14,19.028,17-Feb-2023 03:00:00
54.1,"Partially cloudy",2023-02-17T03:30:00,4.1,6,87.45,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,16224099999,LIRA",6,6.2,84,4.2,1.64197356624775e-14,8.028,17-Feb-2023 03:30:00
54.1,"Partially cloudy",2023-02-17T04:00:00,4.1,6,87.62,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",6,6.2,90,4,1.64716044788458e-14,0,17-Feb-2023 04:00:00
54.1,"Partially cloudy",2023-02-17T04:30:00,4.1,6,87.62,"41.829742371733346, 12.468582121891949",0,0,1030,"16242099999,16239099999,16224099999,LIRA",6,6.2,90,4,1.65236576995826e-14,0,17-Feb-2023 04:30:00
54.1,"Partially cloudy",2023-02-17T05:00:00,4.1,5.2,87.45,"41.829742371733346, 12.468582121891949",0,0,1030.9,"16242099999,16239099999,16224099999,LIRA",6,6.2,56,5.2,1.65758960531239e-14,0,17-Feb-2023 05:00:00
54.1,"Partially cloudy",2023-02-17T05:30:00,4.1,5.2,87.45,"41.829742371733346, 12.468582121891949",0,0,1030.9,"16242099999,16239099999,16224099999,LIRA",6,6.2,56,5.2,1.66283202710701e-14,0,17-Feb-2023 05:30:00
54.1,"Partially cloudy",2023-02-17T06:00:00,4.1,6.4,76.92,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,16224099999,LIRA",7.9,6.2,91,8.9,1.66809310890855e-14,0,17-Feb-2023 06:00:00
54.1,"Partially cloudy",2023-02-17T06:30:00,4.1,6.4,76.92,"41.829742371733346, 12.468582121891949",0,0,1031,"16242099999,16239099999,16224099999,LIRA",7.9,6.2,91,8.9,1.67337292451548e-14,84.9164,17-Feb-2023 06:30:00
60.3,"Partially cloudy",2023-02-17T07:00:00,4.3,6.6,78.04,"41.829742371733346, 12.468582121891949",0,0,1030.9,"E7216,16242099999,16239099999,16224099999,16234099999",7.9,6.8,62,7.7,1.67867154804732e-14,126.1974,17-Feb-2023 07:00:00
60.3,"Partially cloudy",2023-02-17T07:30:00,4.3,6.6,78.04,"41.829742371733346, 12.468582121891949",0,0,1030.9,"E7216,16242099999,16239099999,16224099999,16234099999",7.9,6.8,62,7.7,1.6839890540354e-14,189.5091,17-Feb-2023 07:30:00
